% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:08 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
2.284339456000e+00, 3.091986e+00, 1.013834e+01
2.289241472000e+00, 3.300557e+00, 8.919612e+00
2.294143488000e+00, 3.299734e+00, 1.943270e+00
2.299045504000e+00, 3.300254e+00, 1.070861e+01
2.303947520000e+00, 3.299552e+00, 2.264843e+00
2.308849536000e+00, 3.299029e+00, 9.094849e+00
2.313751552000e+00, 3.300029e+00, 2.714614e+00
2.318653568000e+00, 3.300568e+00, 1.502587e+00
2.323555584000e+00, 3.300433e+00, 3.386581e+00
2.328457600000e+00, 3.299816e+00, -1.078128e+00
2.333359616000e+00, 3.299218e+00, -8.014409e-01
2.338261632000e+00, 3.299721e+00, 9.894337e-01
2.343163648000e+00, 3.299997e+00, 1.463362e-01
2.348065664000e+00, 3.299934e+00, -3.394314e+00
2.352967680000e+00, 3.299753e+00, 1.453396e+00
2.357869696000e+00, 3.300578e+00, 1.959893e+00
2.362771712000e+00, 3.300664e+00, -5.299157e+00
2.367673728000e+00, 3.300348e+00, 3.123806e+00
2.372575744000e+00, 3.300465e+00, -1.243997e+00
2.377477760000e+00, 3.300771e+00, 3.871791e+00
2.382379776000e+00, 1.544561e+00, -1.545284e+01
2.387281792000e+00, 1.828192e-02, -2.907279e+01
2.392183808000e+00, 1.815649e-02, -2.439390e+01
2.397085824000e+00, 1.812779e-02, -2.078923e+01
2.401987840000e+00, 1.832525e-02, -2.287955e+01
2.406889856000e+00, 1.736061e-02, -2.785207e+01
2.411791872000e+00, 1.697632e-02, -2.322361e+01
2.416693888000e+00, 1.625600e-02, -2.073151e+01
2.421595904000e+00, 1.651263e-02, -1.308523e+01
2.426497920000e+00, 1.636062e-02, -2.670371e+01
2.431399936000e+00, 1.582990e-02, -1.563302e+01
2.436301952000e+00, 1.610147e-02, -1.376445e+01
2.441203968000e+00, 1.751458e-02, -1.937227e+01
2.446105984000e+00, 1.642348e-02, -2.012523e+01
2.451008000000e+00, 1.662168e-02, -1.890149e+01
2.455910016000e+00, 1.576070e-02, -2.075913e+01
2.460812032000e+00, 1.573890e-02, -1.123632e+01
2.465714048000e+00, 1.577567e-02, -1.172101e+01
2.470616064000e+00, 1.618456e-02, -2.481724e+01
2.475518080000e+00, 1.599868e-02, -3.322322e+00
2.480420096000e+00, 4.591232e-01, -6.091309e+00
2.485322112000e+00, 3.298356e+00, 3.085737e+00
2.490224128000e+00, 3.297653e+00, 9.074041e+00
2.495126144000e+00, 3.297840e+00, 6.246575e+00
2.500028160000e+00, 3.298714e+00, 1.057312e+01
2.504930176000e+00, 3.298573e+00, 5.619135e+00
2.509832192000e+00, 3.298301e+00, 3.374184e+00
2.514734208000e+00, 3.298401e+00, 3.727567e-01
