% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:09 -0500
% Time (s), Channel A (V), Channel B (V)
-2.7321736320e+00, 1.3292040361e-02, -9.0380845991e-04
-2.7318234880e+00, 1.3472299793e-02, -1.5949889339e-03
-2.7314733440e+00, 1.3501877967e-02, -2.7851475764e-03
-2.7311232000e+00, 1.3056810172e-02, -2.4571647225e-03
-2.7307730560e+00, 1.3574986281e-02, -1.7494651189e-03
-2.7304229120e+00, 1.3348127274e-02, -1.4537950220e-03
-2.7300727680e+00, 1.3435745636e-02, -1.4556924896e-03
-2.7297226240e+00, 1.4233519193e-02, -8.5709727245e-04
-2.7293724800e+00, 1.4576458578e-02, -2.1954816186e-04
-2.7290223360e+00, 1.4614128893e-02, 1.4392849757e-04
-2.7286721920e+00, 1.3433513321e-02, -1.2933473948e-03
-2.7283220480e+00, 1.4623058153e-02, -7.8164503177e-04
-2.7279719040e+00, 1.4931954735e-02, -1.3979313438e-03
-2.7276217600e+00, 1.4398152421e-02, -1.4641194780e-03
-2.7272716160e+00, 1.4567808358e-02, -2.1100397691e-03
-2.7269214720e+00, 1.4854660829e-02, -2.9470462083e-03
-2.7265713280e+00, 1.4016984642e-02, -3.2857999811e-03
-2.7262211840e+00, 1.3663441761e-02, -2.2819280097e-03
-2.7258710400e+00, 1.5579326072e-02, -3.2655975321e-03
-2.7255208960e+00, 1.4477957681e-02, -3.2801633862e-03
-2.7251707520e+00, 1.3828912108e-02, -3.0641869281e-03
-2.7248206080e+00, 1.4684446814e-02, -3.0429241295e-03
-2.7244704640e+00, 1.3919041824e-02, -3.5170119879e-03
-2.7241203200e+00, 1.4581202247e-02, -3.0154666573e-03
-2.7237701760e+00, 1.4029820453e-02, -2.2232181301e-03
-2.7234200320e+00, 1.3403656109e-02, -5.2448236531e-04
-2.7230698880e+00, 1.3848723903e-02, -6.4692483281e-04
-2.7227197440e+00, 1.4845173491e-02, -1.8823994661e-04
-2.7223696000e+00, 1.4513116641e-02, -1.1199523417e-03
-2.7220194560e+00, 1.3903415619e-02, -2.3064276648e-03
-2.7216693120e+00, 1.3783428690e-02, -6.4575286753e-04
-2.7213191680e+00, 1.4476562484e-02, -5.2420332596e-04
-2.7209690240e+00, 1.4409593035e-02, -1.0749153903e-03
-2.7206188800e+00, 1.3900346186e-02, -1.4044050567e-03
-2.7202687360e+00, 1.4475167287e-02, -1.1291048324e-03
-2.7199185920e+00, 1.3858211241e-02, 6.6243942076e-05
-2.7195684480e+00, 1.4227659366e-02, -1.4731603530e-03
-2.7192183040e+00, 1.4880053412e-02, -2.9296341527e-03
-2.7188681600e+00, 1.4314998689e-02, -1.9300593873e-03
-2.7185180160e+00, 1.4123577682e-02, -1.6221673667e-03
-2.7181678720e+00, 1.3584473620e-02, -1.9904993109e-03
-2.7178177280e+00, 1.3879697273e-02, -2.5501964424e-03
-2.7174675840e+00, 1.4161527036e-02, -1.5538585335e-03
-2.7171174400e+00, 1.3498529494e-02, -2.1752791695e-03
-2.7167672960e+00, 1.3201631605e-02, -1.3145543855e-03
-2.7164171520e+00, 1.3491832549e-02, -1.1249750500e-03
-2.7160670080e+00, 1.2774701370e-02, -1.0898718996e-03
-2.7157168640e+00, 2.2140286681e+00, -2.2518475676e-04
-2.7153667200e+00, 3.2956262827e+00, 1.7953949962e-03
-2.7150165760e+00, 3.2960197282e+00, 8.0675857342e-04
-2.7146664320e+00, 3.2957780801e+00, 6.3944657818e-04
-2.7143162880e+00, 3.2963216488e+00, 1.4493862002e-03
-2.7139661440e+00, 3.2959667107e+00, 5.6209686991e-04
-2.7136160000e+00, 3.2964876772e+00, 2.2881226833e-06
-2.7132658560e+00, 3.2966958406e+00, 7.7572939752e-06
-2.7129157120e+00, 3.2963029531e+00, 9.6435999922e-04
-2.7125655680e+00, 3.2963383911e+00, 2.2128378663e-03
-2.7122154240e+00, 3.2963637837e+00, 1.9931222808e-03
-2.7118652800e+00, 3.2957582683e+00, 2.3219422527e-03
-2.7115151360e+00, 3.2968752629e+00, 1.4018937026e-03
-2.7111649920e+00, 3.2956128888e+00, 1.3444115961e-04
-2.7108148480e+00, 3.2958137971e+00, 3.4941307610e-04
-2.7104647040e+00, 3.2964193125e+00, 9.7814454319e-04
-2.7101145600e+00, 3.2971889031e+00, -4.4584907603e-04
-2.7097644160e+00, 3.2973030302e+00, 2.0498230770e-04
-2.7094142720e+00, 3.2968847502e+00, 1.9026577230e-03
-2.7090641280e+00, 3.2966690528e+00, 1.5088773900e-03
-2.7087139840e+00, 3.2961285535e+00, 1.0919925986e-03
-2.7083638400e+00, 3.2962518889e+00, 6.7415907353e-04
-2.7080136960e+00, 3.2957543617e+00, 9.1357483722e-05
-2.7076635520e+00, 3.2953173861e+00, 9.4454820525e-04
-2.7073134080e+00, 3.2953960752e+00, 2.0636076210e-03
-2.7069632640e+00, 3.2952515328e+00, 9.5877921218e-04
-2.7066131200e+00, 3.2943209365e+00, 1.2207971634e-03
-2.7062629760e+00, 3.2957275739e+00, 1.1350204667e-03
-2.7059128320e+00, 3.2953274315e+00, 9.6402515199e-04
-2.7055626880e+00, 3.2954323503e+00, 1.4149527442e-03
-2.7052125440e+00, 3.2956248875e+00, 3.4868757379e-04
-2.7048624000e+00, 3.2958196569e+00, -2.7396083543e-04
-2.7045122560e+00, 3.2951399170e+00, 4.6181012694e-04
-2.7041621120e+00, 3.2958673727e+00, 1.3001559550e-03
-2.7038119680e+00, 3.2943915334e+00, 8.2149185118e-04
-2.7034618240e+00, 3.2957568731e+00, 1.5890174918e-03
-2.7031116800e+00, 3.2957454325e+00, 6.5763994391e-04
-2.7027615360e+00, 3.2944529221e+00, 5.0534026579e-04
-2.7024113920e+00, 3.2957780801e+00, 1.6943269431e-03
-2.7020612480e+00, 3.2960280993e+00, 6.7510780732e-04
-2.7017111040e+00, 3.2964773527e+00, 1.4992784363e-03
-2.7013609600e+00, 3.2960024277e+00, 8.7869491827e-04
-2.7010108160e+00, 3.2965577161e+00, 8.7997849928e-04
-2.7006606720e+00, 3.2959402019e+00, 3.4645525898e-04
-2.7003105280e+00, 3.2957312015e+00, 1.5986164455e-03
-2.6999603840e+00, 3.2962479824e+00, 1.0264741589e-03
-2.6996102400e+00, 3.2956578141e+00, 1.3903972813e-03
-2.6992600960e+00, 3.2967276510e+00, 1.0722366126e-03
-2.6989099520e+00, 3.2972980075e+00, 7.2148414756e-04
-2.6985598080e+00, 3.2972795909e+00, 9.8093493670e-04
-2.6982096640e+00, 3.2967471838e+00, 6.6975025177e-04
-2.6978595200e+00, 3.2977592596e+00, 1.5957144362e-03
-2.6975093760e+00, 3.2983092462e+00, 9.4226008257e-04
-2.6971592320e+00, 3.2976794543e+00, 5.6153879121e-04
-2.6968090880e+00, 3.2977458657e+00, 4.3915213159e-04
-2.6964589440e+00, 3.2970318040e+00, 1.3547918600e-03
-2.6961088000e+00, 3.2971601621e+00, 1.2967516749e-03
-2.6957586560e+00, 3.2971523490e+00, 5.7783468935e-04
-2.6954085120e+00, 3.2970438026e+00, 9.0419911501e-04
-2.6950583680e+00, 3.2967159314e+00, -2.8947542338e-04
-2.6947082240e+00, 3.2960942317e+00, -4.4663038621e-04
-2.6943580800e+00, 3.2964396824e+00, 1.0770918973e-04
-2.6940079360e+00, 3.2971409083e+00, 1.0006351149e-04
-2.6936577920e+00, 3.2972929848e+00, 2.9092642800e-04
-2.6933076480e+00, 3.2968381506e+00, 8.4113622154e-04
-2.6929575040e+00, 3.2967572292e+00, 1.0653722445e-04
-2.6926073600e+00, 3.2962507728e+00, 9.6073248764e-04
-2.6922572160e+00, 3.2969656716e+00, 6.1678858283e-04
-2.6919070720e+00, 3.2962103121e+00, 2.0671235168e-03
-2.6915569280e+00, 3.2972064826e+00, 9.0179937658e-04
-2.6912067840e+00, 3.2974804993e+00, 4.7414366628e-04
-2.6908566400e+00, 3.2973437700e+00, 1.0317200987e-03
-2.6905064960e+00, 3.2969955288e+00, 3.5672390712e-04
-2.6901563520e+00, 3.2963735501e+00, 3.8981797422e-04
-2.6898062080e+00, 3.2958115648e+00, 3.0052538170e-04
-2.6894560640e+00, 3.2965758536e+00, -2.2775191880e-04
-2.6891059200e+00, 3.2969148865e+00, -4.1604767327e-04
-2.6887557760e+00, 3.2956061918e+00, 6.4848745318e-05
-2.6884056320e+00, 3.2962917915e+00, -5.5746481668e-04
-2.6880554880e+00, 3.2960395400e+00, 6.2644334440e-04
-2.6877053440e+00, 3.2956034014e+00, 2.1117698131e-04
-2.6873552000e+00, 3.2964561457e+00, -2.9846049050e-04
-2.6870050560e+00, 3.2969665087e+00, -5.4496385372e-04
-2.6866549120e+00, 3.2970036210e+00, -8.5648338588e-04
-2.6863047680e+00, 3.2969980402e+00, 6.7862370315e-05
-2.6859546240e+00, 3.2964963274e+00, -1.7914326374e-04
-2.6856044800e+00, 3.2962139396e+00, 1.9873182623e-03
-2.6852543360e+00, 3.2959803836e+00, 1.7608499245e-03
-2.6849041920e+00, 3.2961416684e+00, 1.3365426864e-03
-2.6845540480e+00, 3.2956862761e+00, 1.5798091932e-03
-2.6842039040e+00, 3.2963944780e+00, 5.8168543240e-04
-2.6838537600e+00, 3.2961098579e+00, 1.2719171726e-03
-2.6835036160e+00, 3.2969810188e+00, 3.6866679137e-04
-2.6831534720e+00, 3.2967460676e+00, 8.1568783267e-04
-2.6828033280e+00, 3.2960476321e+00, 1.7067720981e-03
-2.6824531840e+00, 3.2968470799e+00, 1.2207413555e-03
-2.6821030400e+00, 3.2975396556e+00, 1.0904857862e-03
-2.6817528960e+00, 3.2978789675e+00, 1.1472981981e-03
-2.6814027520e+00, 3.2971319791e+00, 1.3538431262e-03
-2.6810526080e+00, 3.2974456193e+00, 1.9028251466e-03
-2.6807024640e+00, 3.2974874752e+00, 2.2636788361e-03
-2.6803523200e+00, 3.2975572351e+00, 9.6821074227e-04
-2.6800021760e+00, 3.2970368267e+00, 7.6473524706e-04
-2.6796520320e+00, 3.2962767234e+00, 1.3090852142e-03
-2.6793018880e+00, 3.2973353988e+00, 1.6371796839e-03
-2.6789517440e+00, 3.2972285267e+00, 1.9763241118e-03
-2.6786016000e+00, 3.2963978265e+00, 1.9022670679e-03
-2.6782514560e+00, 3.2961112531e+00, 9.2674549462e-04
-2.6779013120e+00, 3.2959630832e+00, 5.8637329350e-04
-2.6775511680e+00, 3.2964301951e+00, -1.7691094893e-04
-2.6772010240e+00, 3.2951521948e+00, -1.1038796750e-04
-2.6768508800e+00, 3.2956806953e+00, 5.4183861299e-04
-2.6765007360e+00, 3.2951932136e+00, 5.8174124027e-04
-2.6761505920e+00, 3.2961109740e+00, 1.3440209410e-03
-2.6758004480e+00, 3.2959561072e+00, 4.6035912231e-04
-2.6754503040e+00, 3.2961723627e+00, 5.8949853424e-04
-2.6751001600e+00, 3.2961394361e+00, 1.4007775452e-05
-2.6747500160e+00, 3.2980388570e+00, 4.0265378439e-04
-2.6743998720e+00, 3.2969573004e+00, 1.0112386103e-04
-2.6740497280e+00, 3.2970158987e+00, 6.3542841152e-04
-2.6736995840e+00, 3.2968387087e+00, 1.4717093483e-03
-2.6733494400e+00, 3.2964714929e+00, 1.4560273368e-03
-2.6729992960e+00, 3.2958204941e+00, 1.5686476191e-03
-2.6726491520e+00, 3.2963674112e+00, 6.3152186060e-04
-2.6722990080e+00, 3.2956779049e+00, -3.3094067103e-05
-2.6719488640e+00, 3.2958383526e+00, 3.9037605292e-04
-2.6715987200e+00, 3.2955743813e+00, 6.9268728647e-04
-2.6712485760e+00, 3.2957761268e+00, 1.8243592809e-04
-2.6708984320e+00, 3.2956047966e+00, -9.0196680019e-04
-2.6705482880e+00, 3.2954178402e+00, 4.8335196488e-04
-2.6701981440e+00, 3.2954658350e+00, -3.8596723117e-04
-2.6698480000e+00, 3.2962535632e+00, 5.7141678426e-04
-2.6694978560e+00, 3.2964846078e+00, 6.8459514528e-04
-2.6691477120e+00, 3.2962647247e+00, 1.5402972210e-04
-2.6687975680e+00, 3.2951960039e+00, 3.0203219420e-04
-2.6684474240e+00, 3.2957752897e+00, 7.5234589985e-04
-2.6680972800e+00, 3.2969517197e+00, 7.7026022623e-04
-2.6677471360e+00, 3.2965552047e+00, 1.3909553600e-03
-2.6673969920e+00, 3.2961935697e+00, -4.3044610382e-04
-2.6670468480e+00, 3.2967463467e+00, -3.3618661084e-04
-2.6666967040e+00, 3.2969740428e+00, 6.4859906892e-04
-2.6663465600e+00, 3.2964536344e+00, -2.2697060861e-04
-2.6659964160e+00, 3.2958151923e+00, -6.1500273098e-05
-2.6656462720e+00, 3.2968582415e+00, 7.2254449710e-04
-2.6652961280e+00, 3.2961243679e+00, -8.6976565902e-04
-2.6649459840e+00, 3.2974071119e+00, -9.6703877699e-04
-2.6645958400e+00, 3.2971724398e+00, 8.4163849237e-04
-2.6642456960e+00, 3.2967095135e+00, 3.2848512473e-04
-2.6638955520e+00, 3.2960230766e+00, 6.7192675871e-05
-2.6635454080e+00, 3.2956921359e+00, 1.8578440031e-04
-2.6631952640e+00, 3.2958517465e+00, 1.2583558601e-03
-2.6628451200e+00, 3.2961706885e+00, 3.8362330061e-04
-2.6624949760e+00, 3.2972569887e+00, 1.0168193973e-03
-2.6621448320e+00, 3.2976973129e+00, 1.2717497490e-03
-2.6617946880e+00, 3.2984962026e+00, 1.3231487975e-03
-2.6614445440e+00, 3.2985255017e+00, 2.9996730300e-04
-2.6610944000e+00, 3.2977467028e+00, 9.4348785571e-04
-2.6607442560e+00, 3.2973560477e+00, 7.2896240219e-04
-2.6603941120e+00, 3.2977815827e+00, 2.6670581228e-04
-2.6600439680e+00, 3.2979752361e+00, 9.8238594133e-04
-2.6596938240e+00, 3.2985095965e+00, -3.5214766175e-05
-2.6593436800e+00, 3.2985188048e+00, -1.5821531237e-04
-2.6589935360e+00, 3.2975524914e+00, -4.9378803664e-04
-2.6586433920e+00, 3.2975377023e+00, -3.6169080758e-04
-2.6582932480e+00, 3.2974746394e+00, -6.5071976799e-05
-2.6579431040e+00, 3.2967114668e+00, -5.8570359906e-04
-2.6575929600e+00, 3.2962842575e+00, -8.1646914285e-05
-2.6572428160e+00, 3.2968367554e+00, 4.9652262228e-04
-2.6568926720e+00, 3.2968412201e+00, 1.5243361701e-03
-2.6565425280e+00, 3.2977330299e+00, 4.2743247882e-04
-2.6561923840e+00, 3.2980790387e+00, 7.7545035817e-04
-2.6558422400e+00, 3.2967363013e+00, -2.0464746048e-04
-2.6554920960e+00, 3.2966592864e+00, 5.6315721945e-04
-2.6551419520e+00, 3.2968682869e+00, 2.6676162015e-05
-2.6547918080e+00, 3.2971615573e+00, 2.6832424052e-04
-2.6544416640e+00, 3.2969316288e+00, -6.4792937447e-05
-2.6540915200e+00, 3.2980422055e+00, 1.9549496975e-04
-2.6537413760e+00, 3.2977439124e+00, 8.1708302943e-04
-2.6533912320e+00, 3.2971604411e+00, 6.1823958746e-04
-2.6530410880e+00, 3.2972310381e+00, 8.3823421228e-04
-2.6526909440e+00, 3.2970131083e+00, -2.3651375444e-04
-2.6523408000e+00, 3.2983670073e+00, 5.9625128655e-04
-2.6519906560e+00, 3.2983178964e+00, -3.8027482839e-04
-2.6516405120e+00, 3.2975494220e+00, -4.8502620099e-04
-2.6512903680e+00, 3.2972067616e+00, -1.1741975916e-04
-2.6509402240e+00, 3.2965903637e+00, 9.4147877238e-05
-2.6505900800e+00, 3.2967820637e+00, 1.9058387716e-04
-2.6502399360e+00, 3.2961882679e+00, 9.2920104091e-05
-2.6498897920e+00, 3.2973599543e+00, 2.6185052756e-04
-2.6495396480e+00, 3.2977899539e+00, -7.5524790911e-04
-2.6491895040e+00, 3.2975683967e+00, -6.8107924945e-04
-2.6488393600e+00, 3.2972315961e+00, -8.8840548770e-04
-2.6484892160e+00, 3.2974899866e+00, 5.7945311758e-04
-2.6481390720e+00, 3.2969380467e+00, -4.0254216865e-04
-2.6477889280e+00, 3.2979629583e+00, 4.6934418943e-05
-2.6474387840e+00, 3.2984766698e+00, 6.7722850639e-04
-2.6470886400e+00, 3.2982738082e+00, 5.7956473333e-04
-2.6467384960e+00, 3.2968543349e+00, 7.6992537900e-04
-2.6463883520e+00, 3.2966883065e+00, 1.6687669385e-03
-2.6460382080e+00, 3.2970678000e+00, 1.6352822163e-03
-2.6456880640e+00, 3.2976970338e+00, 1.6234509478e-04
-2.6453379200e+00, 3.2987183179e+00, -5.6399433750e-04
-2.6449877760e+00, 3.2977653985e+00, 5.5863678195e-05
-2.6446376320e+00, 3.2977051260e+00, -4.5215536537e-04
-2.6442874880e+00, 3.2987573834e+00, -5.1047458986e-04
-2.6439373440e+00, 3.2984892266e+00, 3.2033717567e-05
-2.6435872000e+00, 3.2983031073e+00, 6.0858482589e-04
-2.6432370560e+00, 3.2978633413e+00, -4.6158689546e-04
-2.6428869120e+00, 3.2982241392e+00, 3.4768303212e-04
-2.6425367680e+00, 3.2973507460e+00, 1.2168906124e-03
-2.6421866240e+00, 3.2972087149e+00, 4.1074592559e-04
-2.6418364800e+00, 3.2965995720e+00, -1.5570395821e-04
-2.6414863360e+00, 3.2973501879e+00, -8.6970985114e-04
-2.6411361920e+00, 3.2971660219e+00, -4.3323649733e-04
-2.6407860480e+00, 3.2971944839e+00, -9.7513091819e-04
-2.6404359040e+00, 3.2980048142e+00, -3.3724696037e-04
-2.6400857600e+00, 3.2977497723e+00, -7.9526215213e-05
-2.6397356160e+00, 3.2984582532e+00, -3.9271998348e-04
-2.6393854720e+00, 3.2976518294e+00, -4.2023326355e-05
-2.6390353280e+00, 3.2972385721e+00, -1.1291606403e-03
-2.6386851840e+00, 3.2970220376e+00, -7.3554773088e-04
-2.6383350400e+00, 3.2981660990e+00, -1.1737511287e-03
-2.6379848960e+00, 3.2979852815e+00, -9.7613545985e-04
-2.6376347520e+00, 3.2977274491e+00, -5.0416830052e-04
-2.6372846080e+00, 3.2981061055e+00, -1.3367659179e-03
-2.6369344640e+00, 3.2982450671e+00, -6.0261338377e-04
-2.6365843200e+00, 3.2974112975e+00, -9.6809912653e-04
-2.6362341760e+00, 3.2971847175e+00, -4.5159728667e-04
-2.6358840320e+00, 3.2955978206e+00, -2.0687977529e-04
-2.6355338880e+00, 3.2961818500e+00, -4.4534680519e-05
-2.6351837440e+00, 3.2972081568e+00, 6.9391505962e-04
-2.6348336000e+00, 3.2969899480e+00, 1.2771631124e-03
-2.6344834560e+00, 3.2974096233e+00, 2.5336773128e-05
-2.6341333120e+00, 3.2969737638e+00, 9.5933729089e-05
-2.6337831680e+00, 3.2972977285e+00, -1.9197907392e-05
-2.6334330240e+00, 3.2970990524e+00, 5.1454856440e-04
-2.6330828800e+00, 3.2975070080e+00, -4.7325074036e-04
-2.6327327360e+00, 3.2961243679e+00, 8.4694024005e-04
-2.6323825920e+00, 3.2967988061e+00, 1.1070049158e-03
-2.6320324480e+00, 3.2971093769e+00, 1.3030579642e-03
-2.6316823040e+00, 3.2964488907e+00, 8.7222120531e-04
-2.6313321600e+00, 3.2973518621e+00, -4.8413327507e-04
-2.6309820160e+00, 3.2971372808e+00, -1.8232431235e-04
-2.6306318720e+00, 3.2980893632e+00, -2.6307830071e-04
-2.6302817280e+00, 3.2978906871e+00, 7.3275733737e-05
-2.6299315840e+00, 3.2967898768e+00, 2.1642292112e-04
-2.6295814400e+00, 3.2976130430e+00, -2.6653838867e-04
-2.6292312960e+00, 3.2982397654e+00, 5.3229546716e-04
-2.6288811520e+00, 3.2972569887e+00, -2.6447349747e-04
-2.6285310080e+00, 3.2973621866e+00, -5.8319224490e-05
-2.6281808640e+00, 3.2976353661e+00, -1.4948138067e-03
-2.6278307200e+00, 3.2974754766e+00, -1.2397718393e-03
-2.6274805760e+00, 3.2982699016e+00, -6.5836544622e-04
-2.6271304320e+00, 3.2988143074e+00, 2.5654877988e-04
-2.6267802880e+00, 3.2984554628e+00, -7.8108695307e-04
-2.6264301440e+00, 3.2976261578e+00, -1.1459588093e-03
-2.6260800000e+00, 3.2981803300e+00, 4.8597493479e-04
-2.6257298560e+00, 3.2975410508e+00, 2.0805174057e-04
-2.6253797120e+00, 3.2976663395e+00, -5.9798133053e-04
-2.6250295680e+00, 3.2980762483e+00, -1.3707529109e-03
-2.6246794240e+00, 3.2986502323e+00, -1.1675006472e-03
-2.6243292800e+00, 3.2981326143e+00, -1.1813409990e-03
-2.6239791360e+00, 3.2970823101e+00, -1.6288643112e-03
-2.6236289920e+00, 3.2979649116e+00, -9.7697257791e-04
-2.6232788480e+00, 3.2979425885e+00, -5.5266533983e-04
-2.6229287040e+00, 3.2974073909e+00, 3.1118468493e-04
-2.6225785600e+00, 3.2982726920e+00, -5.3759721484e-04
-2.6222284160e+00, 3.2976752687e+00, 1.7350666884e-04
-2.6218782720e+00, 3.2971420245e+00, -1.3781753577e-03
-2.6215281280e+00, 3.2972714988e+00, -1.5731122487e-03
-2.6211779840e+00, 3.2968426153e+00, -8.1222774471e-04
-2.6208278400e+00, 3.2971004476e+00, -1.3556289781e-03
-2.6204776960e+00, 3.2974124137e+00, -6.8928300638e-04
-2.6201275520e+00, 3.2976836399e+00, -1.3416212026e-03
-2.6197774080e+00, 3.2984183506e+00, -5.6254333288e-05
-2.6194272640e+00, 3.2988184930e+00, 3.1721193493e-04
-2.6190771200e+00, 3.2984783440e+00, 1.2169464203e-03
-2.6187269760e+00, 3.2984811344e+00, 1.3944712558e-03
-2.6183768320e+00, 3.2972728940e+00, 8.1831080258e-04
-2.6180266880e+00, 3.2976451325e+00, 1.2442364689e-03
-2.6176765440e+00, 3.2986926463e+00, 3.0348319883e-04
-2.6173264000e+00, 3.2984777860e+00, -1.0866908510e-03
-2.6169762560e+00, 3.2989549433e+00, -1.7126319245e-03
-2.6166261120e+00, 3.2977801875e+00, -1.5019572141e-03
-2.6162759680e+00, 3.2973775337e+00, -3.2223464326e-04
-2.6159258240e+00, 3.1370856003e+00, -1.3326919434e-04
-2.6155756800e+00, 1.5359722088e-02, -2.3535295073e-03
-2.6152255360e+00, 1.5557002922e-02, -3.2055482636e-03
-2.6148753920e+00, 1.4768437664e-02, -3.4673429833e-03
-2.6145252480e+00, 1.4762298798e-02, -4.3665193900e-03
-2.6141751040e+00, 1.5715497284e-02, -3.4952469185e-03
-2.6138249600e+00, 1.4751695302e-02, -2.6872605719e-03
-2.6134748160e+00, 1.5195925978e-02, -3.1484568123e-03
-2.6131246720e+00, 1.4673843318e-02, -3.4499867356e-03
-2.6127745280e+00, 1.5037710656e-02, -3.4575207981e-03
-2.6124243840e+00, 1.5418041316e-02, -2.7130996158e-03
-2.6120742400e+00, 1.4926652987e-02, -2.0449677923e-03
-2.6117240960e+00, 1.6233952432e-02, -1.4840428877e-03
-2.6113739520e+00, 1.4941163034e-02, -3.6719346359e-03
-2.6110238080e+00, 1.5424459222e-02, -3.7342720271e-03
-2.6106736640e+00, 1.5164673569e-02, -3.1101168053e-03
-2.6103235200e+00, 1.5442596781e-02, -2.9122779050e-03
-2.6099733760e+00, 1.6548987880e-02, -3.4868757379e-03
-2.6096232320e+00, 1.5593278040e-02, -2.4447195675e-03
-2.6092730880e+00, 1.5187275758e-02, -1.5223270867e-03
-2.6089229440e+00, 1.4785459066e-02, -1.2017666796e-03
-2.6085728000e+00, 1.6504341581e-02, -3.1418156757e-03
-2.6082226560e+00, 1.6144659834e-02, -2.9367217522e-03
-2.6078725120e+00, 1.4596549413e-02, -3.3906629695e-03
-2.6075223680e+00, 1.4989715884e-02, -4.2078018068e-03
-2.6071722240e+00, 1.5533284576e-02, -3.5937478096e-03
-2.6068220800e+00, 1.5597184591e-02, -3.3978063769e-03
-2.6064719360e+00, 1.5069242104e-02, -2.3249558777e-03
-2.6061217920e+00, 1.5151837758e-02, -2.8340910787e-03
-2.6057716480e+00, 1.4712629790e-02, -2.2549728084e-03
-2.6054215040e+00, 1.4409313996e-02, -3.6570339345e-03
-2.6050713600e+00, 1.4210079886e-02, -2.8818068078e-03
-2.6047212160e+00, 1.4681656420e-02, -3.3725254116e-03
-2.6043710720e+00, 1.4314161571e-02, -3.0389617707e-03
-2.6040209280e+00, 1.4907957349e-02, -2.6009257965e-03
-2.6036707840e+00, 1.4699514940e-02, -2.3966689911e-03
-2.6033206400e+00, 1.4425777319e-02, -1.9675064683e-03
-2.6029704960e+00, 1.3481508093e-02, -1.7324995264e-03
-2.6026203520e+00, 1.3764454013e-02, -3.1897546363e-03
-2.6022702080e+00, 1.3788451399e-02, -2.5163210651e-03
-2.6019200640e+00, 1.5057522451e-02, -3.6040722656e-03
-2.6015699200e+00, 1.5086821585e-02, -3.7825458349e-03
-2.6012197760e+00, 1.5195367899e-02, -3.6769015364e-03
-2.6008696320e+00, 1.5292752639e-02, -3.7163577007e-03
-2.6005194880e+00, 1.4842383097e-02, -2.4809946832e-03
-2.6001693440e+00, 1.5644063205e-02, -1.1118602005e-03
-2.5998192000e+00, 1.4402896090e-02, -4.4099379131e-04
-2.5994690560e+00, 1.4182454989e-02, -2.4115696925e-03
-2.5991189120e+00, 1.5138722907e-02, -3.1213899951e-03
-2.5987687680e+00, 1.5377301568e-02, -3.0996249257e-03
-2.5984186240e+00, 1.6627118904e-02, -8.3421604562e-04
-2.5980684800e+00, 1.7045677958e-02, -2.3486184148e-03
-2.5977183360e+00, 1.5799209095e-02, -1.1404896380e-03
-2.5973681920e+00, 1.6146892149e-02, -2.0055674359e-03
-2.5970180480e+00, 1.6084945409e-02, -2.9351033240e-03
-2.5966679040e+00, 1.6319617519e-02, -2.4746325860e-03
-2.5963177600e+00, 1.6125685157e-02, -1.8588485448e-03
-2.5959676160e+00, 1.5120027270e-02, -1.5564815034e-03
-2.5956174720e+00, 1.5575140481e-02, -2.3578825212e-03
-2.5952673280e+00, 1.6268274275e-02, -2.3240071439e-03
-2.5949171840e+00, 1.5637366261e-02, -2.5227389702e-03
-2.5945670400e+00, 1.5697359725e-02, -2.4568298753e-03
-2.5942168960e+00, 1.5302798057e-02, -3.4683475250e-03
-2.5938667520e+00, 1.5182811128e-02, -4.1910036378e-03
-2.5935166080e+00, 1.5465757048e-02, -3.4032197403e-03
-2.5931664640e+00, 1.4428846752e-02, -3.8843393904e-03
-2.5928163200e+00, 1.4334252405e-02, -3.4202411407e-03
-2.5924661760e+00, 1.3897276753e-02, -4.0672217814e-03
-2.5921160320e+00, 1.4729372153e-02, -3.5775077193e-03
-2.5917658880e+00, 1.4799690074e-02, -3.3965786037e-03
-2.5914157440e+00, 1.4559437177e-02, -3.9808311982e-03
-2.5910656000e+00, 1.4057724390e-02, -3.8578864598e-03
-2.5907154560e+00, 1.4857451223e-02, -3.6219307841e-03
-2.5903653120e+00, 1.5393485852e-02, -1.8676103804e-03
-2.5900151680e+00, 1.5105517222e-02, -1.9444020100e-03
-2.5896650240e+00, 1.4969346010e-02, -1.8263125564e-03
-2.5893148800e+00, 1.4689469523e-02, -2.5989167132e-03
-2.5889647360e+00, 1.3623818171e-02, -2.7483701899e-03
-2.5886145920e+00, 1.3438256990e-02, -3.1554886039e-03
-2.5882644480e+00, 1.4289048028e-02, -1.4440286447e-03
-2.5879143040e+00, 1.4027030060e-02, -2.4084444517e-03
