% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 17.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 600.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:55:04 -0400
% Time (s), Channel A (Input 1) (V)
-8.500944000000e-03, 2.112848e-01
-8.484240000000e-03, 2.186126e-01
-8.467536000000e-03, 2.259404e-01
-8.450832000000e-03, 2.344895e-01
-8.434128000000e-03, 2.454812e-01
-8.417424000000e-03, 2.540303e-01
-8.400720000000e-03, 2.638007e-01
-8.384016000000e-03, 2.735711e-01
-8.367312000000e-03, 2.833415e-01
-8.350608000000e-03, 2.943332e-01
-8.333904000000e-03, 3.053249e-01
-8.317200000000e-03, 3.163166e-01
-8.300496000000e-03, 3.273083e-01
-8.283792000000e-03, 3.370787e-01
-8.267088000000e-03, 3.492917e-01
-8.250384000000e-03, 3.578408e-01
-8.233680000000e-03, 3.676112e-01
-8.216976000000e-03, 3.786029e-01
-8.200272000000e-03, 3.859306e-01
-8.183568000000e-03, 3.969223e-01
-8.166864000000e-03, 4.054714e-01
-8.150160000000e-03, 4.127992e-01
-8.133456000000e-03, 4.225696e-01
-8.116752000000e-03, 4.286761e-01
-8.100048000000e-03, 4.360039e-01
-8.083344000000e-03, 4.433317e-01
-8.066640000000e-03, 4.494382e-01
-8.049936000000e-03, 4.555447e-01
-8.033232000000e-03, 4.592086e-01
-8.016528000000e-03, 4.616512e-01
-7.999824000000e-03, 4.628725e-01
-7.983120000000e-03, 4.677577e-01
-7.966416000000e-03, 4.689790e-01
-7.949712000000e-03, 4.702003e-01
-7.933008000000e-03, 4.689790e-01
-7.916304000000e-03, 4.689790e-01
-7.899600000000e-03, 4.665364e-01
-7.882896000000e-03, 4.640938e-01
-7.866192000000e-03, 4.604299e-01
-7.849488000000e-03, 4.567660e-01
-7.832784000000e-03, 4.518808e-01
-7.816080000000e-03, 4.469956e-01
-7.799376000000e-03, 4.408891e-01
-7.782672000000e-03, 4.335613e-01
-7.765968000000e-03, 4.262335e-01
-7.749264000000e-03, 4.201270e-01
-7.732560000000e-03, 4.103566e-01
-7.715856000000e-03, 4.018075e-01
-7.699152000000e-03, 3.932584e-01
-7.682448000000e-03, 3.834880e-01
-7.665744000000e-03, 3.749390e-01
-7.649040000000e-03, 3.651686e-01
-7.632336000000e-03, 3.529556e-01
-7.615632000000e-03, 3.407426e-01
-7.598928000000e-03, 3.321935e-01
-7.582224000000e-03, 3.224231e-01
-7.565520000000e-03, 3.114314e-01
