% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 33.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 300.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:52:37 -0400
% Time (s), Channel A (Input 1) (V)
-1.650251200000e-02, 2.467025e-01
-1.647006400000e-02, 2.161700e-01
-1.643761600000e-02, 1.966292e-01
-1.640516800000e-02, 1.966292e-01
-1.637272000000e-02, 2.149487e-01
-1.634027200000e-02, 2.540303e-01
-1.630782400000e-02, 3.114314e-01
-1.627537600000e-02, 3.871519e-01
-1.624292800000e-02, 4.738642e-01
-1.621048000000e-02, 5.801173e-01
-1.617803200000e-02, 6.949194e-01
-1.614558400000e-02, 8.085003e-01
-1.611313600000e-02, 9.269663e-01
-1.608068800000e-02, 1.036883e+00
-1.604824000000e-02, 1.138251e+00
-1.601579200000e-02, 1.228627e+00
-1.598334400000e-02, 1.303127e+00
-1.595089600000e-02, 1.359306e+00
-1.591844800000e-02, 1.395945e+00
-1.588600000000e-02, 1.415486e+00
-1.585355200000e-02, 1.414265e+00
-1.582110400000e-02, 1.398388e+00
-1.578865600000e-02, 1.365413e+00
-1.575620800000e-02, 1.316561e+00
-1.572376000000e-02, 1.262824e+00
-1.569131200000e-02, 1.201759e+00
-1.565886400000e-02, 1.135809e+00
-1.562641600000e-02, 1.064973e+00
-1.559396800000e-02, 9.953591e-01
-1.556152000000e-02, 9.281876e-01
-1.552907200000e-02, 8.622375e-01
-1.549662400000e-02, 8.048364e-01
-1.546417600000e-02, 7.486566e-01
-1.543172800000e-02, 6.998046e-01
-1.539928000000e-02, 6.533952e-01
-1.536683200000e-02, 6.216415e-01
