% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 100.0 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 100.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:51:44 -0400
% Time (s), Channel A (Input 1) (V)
-5.000208000000e-02, 1.670738e+00
-4.990396800000e-02, 1.670738e+00
-4.980585600000e-02, 1.673180e+00
-4.970774400000e-02, 1.674402e+00
-4.960963200000e-02, 1.674402e+00
-4.951152000000e-02, 1.674402e+00
-4.941340800000e-02, 1.674402e+00
-4.931529600000e-02, 1.673180e+00
-4.921718400000e-02, 1.674402e+00
-4.911907200000e-02, 1.675623e+00
-4.902096000000e-02, 1.675623e+00
-4.892284800000e-02, 1.675623e+00
-4.882473600000e-02, 1.674402e+00
-4.872662400000e-02, 1.675623e+00
-4.862851200000e-02, 1.674402e+00
-4.853040000000e-02, 1.675623e+00
-4.843228800000e-02, 1.674402e+00
-4.833417600000e-02, 1.674402e+00
-4.823606400000e-02, 1.673180e+00
-4.813795200000e-02, 1.671959e+00
-4.803984000000e-02, 1.669516e+00
-4.794172800000e-02, 1.667074e+00
-4.784361600000e-02, 1.664631e+00
-4.774550400000e-02, 1.660967e+00
-4.764739200000e-02, 1.654861e+00
-4.754928000000e-02, 1.647533e+00
-4.745116800000e-02, 1.641427e+00
-4.735305600000e-02, 1.631656e+00
-4.725494400000e-02, 1.618222e+00
-4.715683200000e-02, 1.604788e+00
-4.705872000000e-02, 1.586468e+00
-4.696060800000e-02, 1.568149e+00
-4.686249600000e-02, 1.543723e+00
-4.676438400000e-02, 1.519297e+00
-4.666627200000e-02, 1.492428e+00
-4.656816000000e-02, 1.468002e+00
-4.647004800000e-02, 1.437470e+00
-4.637193600000e-02, 1.406937e+00
-4.627382400000e-02, 1.380068e+00
-4.617571200000e-02, 1.350757e+00
-4.607760000000e-02, 1.321446e+00
-4.597948800000e-02, 1.289692e+00
-4.588137600000e-02, 1.261602e+00
-4.578326400000e-02, 1.232291e+00
-4.568515200000e-02, 1.202980e+00
-4.558704000000e-02, 1.174890e+00
-4.548892800000e-02, 1.148022e+00
-4.539081600000e-02, 1.117489e+00
-4.529270400000e-02, 1.089399e+00
-4.519459200000e-02, 1.063752e+00
-4.509648000000e-02, 1.036883e+00
-4.499836800000e-02, 1.013679e+00
-4.490025600000e-02, 9.892526e-01
-4.480214400000e-02, 9.697118e-01
-4.470403200000e-02, 9.526136e-01
-4.460592000000e-02, 9.416219e-01
-4.450780800000e-02, 9.318515e-01
-4.440969600000e-02, 9.269663e-01
-4.431158400000e-02, 9.245237e-01
-4.421347200000e-02, 9.281876e-01
-4.411536000000e-02, 9.306302e-01
-4.401724800000e-02, 9.404006e-01
-4.391913600000e-02, 9.526136e-01
-4.382102400000e-02, 9.660479e-01
-4.372291200000e-02, 9.819248e-01
-4.362480000000e-02, 9.990230e-01
-4.352668800000e-02, 1.018564e+00
-4.342857600000e-02, 1.036883e+00
-4.333046400000e-02, 1.056424e+00
-4.323235200000e-02, 1.077186e+00
-4.313424000000e-02, 1.100391e+00
-4.303612800000e-02, 1.123596e+00
-4.293801600000e-02, 1.149243e+00
-4.283990400000e-02, 1.174890e+00
-4.274179200000e-02, 1.200537e+00
-4.264368000000e-02, 1.231070e+00
-4.254556800000e-02, 1.262824e+00
-4.244745600000e-02, 1.292135e+00
-4.234934400000e-02, 1.323889e+00
-4.225123200000e-02, 1.356864e+00
-4.215312000000e-02, 1.387396e+00
-4.205500800000e-02, 1.419150e+00
-4.195689600000e-02, 1.448461e+00
-4.185878400000e-02, 1.472887e+00
-4.176067200000e-02, 1.500977e+00
-4.166256000000e-02, 1.520518e+00
-4.156444800000e-02, 1.543723e+00
-4.146633600000e-02, 1.560821e+00
-4.136822400000e-02, 1.577919e+00
-4.127011200000e-02, 1.592575e+00
-4.117200000000e-02, 1.606009e+00
-4.107388800000e-02, 1.615779e+00
-4.097577600000e-02, 1.625550e+00
-4.087766400000e-02, 1.636541e+00
-4.077955200000e-02, 1.641427e+00
-4.068144000000e-02, 1.649976e+00
-4.058332800000e-02, 1.652418e+00
-4.048521600000e-02, 1.657303e+00
-4.038710400000e-02, 1.662189e+00
-4.028899200000e-02, 1.664631e+00
-4.019088000000e-02, 1.667074e+00
-4.009276800000e-02, 1.668295e+00
-3.999465600000e-02, 1.670738e+00
-3.989654400000e-02, 1.671959e+00
-3.979843200000e-02, 1.670738e+00
-3.970032000000e-02, 1.673180e+00
-3.960220800000e-02, 1.674402e+00
-3.950409600000e-02, 1.673180e+00
-3.940598400000e-02, 1.674402e+00
-3.930787200000e-02, 1.674402e+00
-3.920976000000e-02, 1.676844e+00
-3.911164800000e-02, 1.675623e+00
-3.901353600000e-02, 1.676844e+00
-3.891542400000e-02, 1.676844e+00
-3.881731200000e-02, 1.676844e+00
-3.871920000000e-02, 1.676844e+00
-3.862108800000e-02, 1.676844e+00
-3.852297600000e-02, 1.675623e+00
-3.842486400000e-02, 1.676844e+00
