% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 11.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 900.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:55:59 -0400
% Time (s), Channel A (Input 1) (V)
-5.500840000000e-03, 1.086957e-01
-5.489992000000e-03, 1.099170e-01
-5.479144000000e-03, 1.099170e-01
-5.468296000000e-03, 1.086957e-01
-5.457448000000e-03, 1.099170e-01
-5.446600000000e-03, 1.111383e-01
-5.435752000000e-03, 1.086957e-01
-5.424904000000e-03, 1.086957e-01
-5.414056000000e-03, 1.086957e-01
-5.403208000000e-03, 1.099170e-01
-5.392360000000e-03, 1.086957e-01
-5.381512000000e-03, 1.099170e-01
-5.370664000000e-03, 1.086957e-01
-5.359816000000e-03, 1.099170e-01
-5.348968000000e-03, 1.086957e-01
-5.338120000000e-03, 1.086957e-01
-5.327272000000e-03, 1.086957e-01
-5.316424000000e-03, 1.074744e-01
-5.305576000000e-03, 1.086957e-01
-5.294728000000e-03, 1.086957e-01
-5.283880000000e-03, 1.086957e-01
-5.273032000000e-03, 1.086957e-01
-5.262184000000e-03, 1.099170e-01
-5.251336000000e-03, 1.086957e-01
-5.240488000000e-03, 1.086957e-01
-5.229640000000e-03, 1.086957e-01
-5.218792000000e-03, 1.099170e-01
-5.207944000000e-03, 1.086957e-01
-5.197096000000e-03, 1.111383e-01
-5.186248000000e-03, 1.086957e-01
-5.175400000000e-03, 1.111383e-01
-5.164552000000e-03, 1.099170e-01
-5.153704000000e-03, 1.099170e-01
-5.142856000000e-03, 1.111383e-01
