% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 17.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 600.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:54:39 -0400
% Time (s), Channel A (Input 1) (V)
-8.500944000000e-03, 1.417929e+00
-8.484240000000e-03, 1.433806e+00
-8.467536000000e-03, 1.448461e+00
-8.450832000000e-03, 1.458232e+00
-8.434128000000e-03, 1.466781e+00
-8.417424000000e-03, 1.475330e+00
-8.400720000000e-03, 1.478994e+00
-8.384016000000e-03, 1.480215e+00
-8.367312000000e-03, 1.477772e+00
-8.350608000000e-03, 1.470445e+00
-8.333904000000e-03, 1.461896e+00
-8.317200000000e-03, 1.447240e+00
-8.300496000000e-03, 1.427699e+00
-8.283792000000e-03, 1.406937e+00
-8.267088000000e-03, 1.381290e+00
-8.250384000000e-03, 1.350757e+00
-8.233680000000e-03, 1.310454e+00
-8.216976000000e-03, 1.273815e+00
-8.200272000000e-03, 1.229849e+00
-8.183568000000e-03, 1.180997e+00
-8.166864000000e-03, 1.132145e+00
-8.150160000000e-03, 1.077186e+00
-8.133456000000e-03, 1.021006e+00
-8.116752000000e-03, 9.660479e-01
-8.100048000000e-03, 9.086468e-01
-8.083344000000e-03, 8.512458e-01
-8.066640000000e-03, 7.914021e-01
-8.049936000000e-03, 7.340010e-01
-8.033232000000e-03, 6.778212e-01
-8.016528000000e-03, 6.289693e-01
-7.999824000000e-03, 5.776747e-01
-7.983120000000e-03, 5.312653e-01
-7.966416000000e-03, 4.872985e-01
-7.949712000000e-03, 4.469956e-01
-7.933008000000e-03, 4.091353e-01
-7.916304000000e-03, 3.773816e-01
-7.899600000000e-03, 3.505130e-01
-7.882896000000e-03, 3.236444e-01
-7.866192000000e-03, 3.016610e-01
-7.849488000000e-03, 2.821202e-01
-7.832784000000e-03, 2.662433e-01
-7.816080000000e-03, 2.503664e-01
-7.799376000000e-03, 2.405960e-01
-7.782672000000e-03, 2.308256e-01
-7.765968000000e-03, 2.210552e-01
-7.749264000000e-03, 2.137274e-01
-7.732560000000e-03, 2.051783e-01
-7.715856000000e-03, 2.002931e-01
-7.699152000000e-03, 1.929653e-01
-7.682448000000e-03, 1.868588e-01
-7.665744000000e-03, 1.807523e-01
-7.649040000000e-03, 1.722032e-01
-7.632336000000e-03, 1.636541e-01
-7.615632000000e-03, 1.551050e-01
-7.598928000000e-03, 1.465559e-01
-7.582224000000e-03, 1.380068e-01
-7.565520000000e-03, 1.282364e-01
-7.548816000000e-03, 1.196874e-01
-7.532112000000e-03, 1.086957e-01
-7.515408000000e-03, 1.001466e-01
-7.498704000000e-03, 9.526136e-02
-7.482000000000e-03, 8.793357e-02
-7.465296000000e-03, 8.426967e-02
-7.448592000000e-03, 8.182707e-02
-7.431888000000e-03, 8.426967e-02
-7.415184000000e-03, 8.915487e-02
-7.398480000000e-03, 9.892526e-02
-7.381776000000e-03, 1.123596e-01
-7.365072000000e-03, 1.306790e-01
-7.348368000000e-03, 1.526624e-01
-7.331664000000e-03, 1.807523e-01
-7.314960000000e-03, 2.100635e-01
-7.298256000000e-03, 2.454812e-01
-7.281552000000e-03, 2.870054e-01
-7.264848000000e-03, 3.297509e-01
-7.248144000000e-03, 3.798242e-01
-7.231440000000e-03, 4.311187e-01
