% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 17.00 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 600.000 000 Hz, 10.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:54:11 -0400
% Time (s), Channel A (V)
-1.1307216000e-02, 5.6668297760e-01
-1.1305824000e-02, 5.6424037856e-01
-1.1304432000e-02, 5.6668297760e-01
-1.1303040000e-02, 5.6179777952e-01
-1.1301648000e-02, 5.5935518048e-01
-1.1300256000e-02, 5.5935518048e-01
-1.1298864000e-02, 5.5691258144e-01
-1.1297472000e-02, 5.5691258144e-01
-1.1296080000e-02, 5.5202738335e-01
-1.1294688000e-02, 5.5446998239e-01
-1.1293296000e-02, 5.5202738335e-01
-1.1291904000e-02, 5.5202738335e-01
-1.1290512000e-02, 5.5202738335e-01
-1.1289120000e-02, 5.4958478431e-01
-1.1287728000e-02, 5.4958478431e-01
-1.1286336000e-02, 5.4714218527e-01
-1.1284944000e-02, 5.4714218527e-01
-1.1283552000e-02, 5.4714218527e-01
-1.1282160000e-02, 5.4714218527e-01
-1.1280768000e-02, 5.4714218527e-01
-1.1279376000e-02, 5.4958478431e-01
-1.1277984000e-02, 5.4469958623e-01
-1.1276592000e-02, 5.4469958623e-01
-1.1275200000e-02, 5.4469958623e-01
-1.1273808000e-02, 5.4714218527e-01
-1.1272416000e-02, 5.4714218527e-01
-1.1271024000e-02, 5.4714218527e-01
-1.1269632000e-02, 5.4469958623e-01
-1.1268240000e-02, 5.4469958623e-01
-1.1266848000e-02, 5.4469958623e-01
-1.1265456000e-02, 5.4714218527e-01
-1.1264064000e-02, 5.4958478431e-01
-1.1262672000e-02, 5.4714218527e-01
-1.1261280000e-02, 5.4714218527e-01
-1.1259888000e-02, 5.4958478431e-01
-1.1258496000e-02, 5.4714218527e-01
-1.1257104000e-02, 5.4958478431e-01
-1.1255712000e-02, 5.5202738335e-01
-1.1254320000e-02, 5.5202738335e-01
-1.1252928000e-02, 5.5446998239e-01
-1.1251536000e-02, 5.5691258144e-01
-1.1250144000e-02, 5.5691258144e-01
-1.1248752000e-02, 5.5935518048e-01
-1.1247360000e-02, 5.5935518048e-01
-1.1245968000e-02, 5.5935518048e-01
-1.1244576000e-02, 5.6179777952e-01
-1.1243184000e-02, 5.6424037856e-01
-1.1241792000e-02, 5.6179777952e-01
-1.1240400000e-02, 5.6424037856e-01
-1.1239008000e-02, 5.6668297760e-01
-1.1237616000e-02, 5.6668297760e-01
-1.1236224000e-02, 5.6912557664e-01
-1.1234832000e-02, 5.7156817568e-01
-1.1233440000e-02, 5.7156817568e-01
-1.1232048000e-02, 5.7645337377e-01
-1.1230656000e-02, 5.7889597281e-01
-1.1229264000e-02, 5.8133857185e-01
-1.1227872000e-02, 5.8133857185e-01
-1.1226480000e-02, 5.8133857185e-01
-1.1225088000e-02, 5.8378117089e-01
-1.1223696000e-02, 5.8866636897e-01
-1.1222304000e-02, 5.8622376993e-01
-1.1220912000e-02, 5.9110896802e-01
-1.1219520000e-02, 5.9599416610e-01
-1.1218128000e-02, 5.9599416610e-01
-1.1216736000e-02, 5.9843676514e-01
-1.1215344000e-02, 5.9843676514e-01
-1.1213952000e-02, 6.0087936418e-01
-1.1212560000e-02, 6.0332196322e-01
-1.1211168000e-02, 6.0820716131e-01
-1.1209776000e-02, 6.0820716131e-01
-1.1208384000e-02, 6.1064976035e-01
-1.1206992000e-02, 6.1064976035e-01
-1.1205600000e-02, 6.1309235939e-01
-1.1204208000e-02, 6.2042015651e-01
-1.1202816000e-02, 6.2042015651e-01
-1.1201424000e-02, 6.2774795364e-01
-1.1200032000e-02, 6.3019055268e-01
-1.1198640000e-02, 6.2774795364e-01
-1.1197248000e-02, 6.3019055268e-01
-1.1195856000e-02, 6.3263315172e-01
-1.1194464000e-02, 6.3996094884e-01
-1.1193072000e-02, 6.4240354788e-01
-1.1191680000e-02, 6.4728874597e-01
-1.1190288000e-02, 6.4728874597e-01
-1.1188896000e-02, 6.4973134501e-01
-1.1187504000e-02, 6.5217394405e-01
-1.1186112000e-02, 6.5461654309e-01
-1.1184720000e-02, 6.5705914213e-01
-1.1183328000e-02, 6.6194434022e-01
-1.1181936000e-02, 6.6682953830e-01
-1.1180544000e-02, 6.6438693926e-01
-1.1179152000e-02, 6.6927213734e-01
-1.1177760000e-02, 6.7171473638e-01
-1.1176368000e-02, 6.7659993446e-01
-1.1174976000e-02, 6.8148513255e-01
-1.1173584000e-02, 6.8148513255e-01
-1.1172192000e-02, 6.8148513255e-01
-1.1170800000e-02, 6.8881292967e-01
-1.1169408000e-02, 6.9125552871e-01
-1.1168016000e-02, 6.9369812775e-01
-1.1166624000e-02, 6.9858332584e-01
-1.1165232000e-02, 6.9858332584e-01
-1.1163840000e-02, 7.0346852392e-01
-1.1162448000e-02, 7.0835372200e-01
-1.1161056000e-02, 7.0591112296e-01
-1.1159664000e-02, 7.1323892009e-01
-1.1158272000e-02, 7.1323892009e-01
-1.1156880000e-02, 7.1812411817e-01
-1.1155488000e-02, 7.2300931625e-01
-1.1154096000e-02, 7.2545191529e-01
-1.1152704000e-02, 7.2789451433e-01
-1.1151312000e-02, 7.3277971242e-01
-1.1149920000e-02, 7.3522231146e-01
-1.1148528000e-02, 7.3766491050e-01
-1.1147136000e-02, 7.4255010858e-01
-1.1145744000e-02, 7.4499270762e-01
-1.1144352000e-02, 7.4743530666e-01
-1.1142960000e-02, 7.5232050475e-01
-1.1141568000e-02, 7.5720570283e-01
-1.1140176000e-02, 7.5476310379e-01
-1.1138784000e-02, 7.6209090091e-01
-1.1137392000e-02, 7.6453349995e-01
-1.1136000000e-02, 7.6941869804e-01
-1.1134608000e-02, 7.6941869804e-01
-1.1133216000e-02, 7.7674649516e-01
-1.1131824000e-02, 7.7430389612e-01
-1.1130432000e-02, 7.7918909420e-01
-1.1129040000e-02, 7.8163169324e-01
-1.1127648000e-02, 7.8895949037e-01
-1.1126256000e-02, 7.8895949037e-01
-1.1124864000e-02, 7.9140208941e-01
-1.1123472000e-02, 7.9872988653e-01
-1.1122080000e-02, 7.9872988653e-01
-1.1120688000e-02, 8.0361508462e-01
-1.1119296000e-02, 8.0361508462e-01
-1.1117904000e-02, 8.1094288174e-01
-1.1116512000e-02, 8.1338548078e-01
-1.1115120000e-02, 8.1827067886e-01
-1.1113728000e-02, 8.1827067886e-01
-1.1112336000e-02, 8.2315587695e-01
-1.1110944000e-02, 8.2559847599e-01
-1.1109552000e-02, 8.2804107503e-01
-1.1108160000e-02, 8.3048367407e-01
-1.1106768000e-02, 8.3292627311e-01
-1.1105376000e-02, 8.3781147120e-01
-1.1103984000e-02, 8.4025407024e-01
-1.1102592000e-02, 8.4513926832e-01
-1.1101200000e-02, 8.4513926832e-01
-1.1099808000e-02, 8.4758186736e-01
-1.1098416000e-02, 8.4758186736e-01
-1.1097024000e-02, 8.5246706544e-01
-1.1095632000e-02, 8.5735226353e-01
-1.1094240000e-02, 8.5979486257e-01
-1.1092848000e-02, 8.6468006065e-01
-1.1091456000e-02, 8.6468006065e-01
-1.1090064000e-02, 8.6956525873e-01
-1.1088672000e-02, 8.7445045682e-01
-1.1087280000e-02, 8.7200785778e-01
-1.1085888000e-02, 8.8177825394e-01
-1.1084496000e-02, 8.8177825394e-01
-1.1083104000e-02, 8.8422085298e-01
-1.1081712000e-02, 8.8666345202e-01
-1.1080320000e-02, 8.8666345202e-01
-1.1078928000e-02, 8.9399124915e-01
-1.1077536000e-02, 8.9643384819e-01
-1.1076144000e-02, 9.0131904627e-01
-1.1074752000e-02, 9.0131904627e-01
-1.1073360000e-02, 9.0376164531e-01
-1.1071968000e-02, 9.0620424435e-01
-1.1070576000e-02, 9.0864684340e-01
-1.1069184000e-02, 9.1108944244e-01
-1.1067792000e-02, 9.0864684340e-01
-1.1066400000e-02, 9.1597464052e-01
-1.1065008000e-02, 9.2085983860e-01
-1.1063616000e-02, 9.2330243764e-01
-1.1062224000e-02, 9.2330243764e-01
-1.1060832000e-02, 9.2574503669e-01
-1.1059440000e-02, 9.3063023477e-01
-1.1058048000e-02, 9.3307283381e-01
-1.1056656000e-02, 9.3307283381e-01
-1.1055264000e-02, 9.3551543285e-01
-1.1053872000e-02, 9.3795803189e-01
-1.1052480000e-02, 9.3795803189e-01
-1.1051088000e-02, 9.4284322998e-01
-1.1049696000e-02, 9.4772842806e-01
-1.1048304000e-02, 9.4772842806e-01
-1.1046912000e-02, 9.4528582902e-01
-1.1045520000e-02, 9.5261362614e-01
-1.1044128000e-02, 9.5505622518e-01
-1.1042736000e-02, 9.5017102710e-01
-1.1041344000e-02, 9.5749882422e-01
-1.1039952000e-02, 9.6238402231e-01
-1.1038560000e-02, 9.6482662135e-01
-1.1037168000e-02, 9.6726922039e-01
-1.1035776000e-02, 9.6726922039e-01
-1.1034384000e-02, 9.6726922039e-01
-1.1032992000e-02, 9.7215441847e-01
-1.1031600000e-02, 9.7215441847e-01
-1.1030208000e-02, 9.7215441847e-01
-1.1028816000e-02, 9.7703961655e-01
-1.1027424000e-02, 9.7948221560e-01
-1.1026032000e-02, 9.8436741368e-01
-1.1024640000e-02, 9.8192481464e-01
-1.1023248000e-02, 9.8436741368e-01
-1.1021856000e-02, 9.8436741368e-01
-1.1020464000e-02, 9.8925261176e-01
-1.1019072000e-02, 9.8925261176e-01
-1.1017680000e-02, 9.9169521080e-01
-1.1016288000e-02, 9.8681001272e-01
-1.1014896000e-02, 9.9413780984e-01
-1.1013504000e-02, 9.9413780984e-01
-1.1012112000e-02, 9.9658040889e-01
-1.1010720000e-02, 1.0014656070e+00
-1.1009328000e-02, 1.0014656070e+00
-1.1007936000e-02, 1.0014656070e+00
-1.1006544000e-02, 1.0014656070e+00
-1.1005152000e-02, 1.0039082060e+00
-1.1003760000e-02, 1.0063508051e+00
-1.1002368000e-02, 1.0087934041e+00
-1.1000976000e-02, 1.0087934041e+00
-1.0999584000e-02, 1.0112360031e+00
-1.0998192000e-02, 1.0112360031e+00
-1.0996800000e-02, 1.0136786022e+00
-1.0995408000e-02, 1.0136786022e+00
-1.0994016000e-02, 1.0136786022e+00
-1.0992624000e-02, 1.0185638003e+00
-1.0991232000e-02, 1.0185638003e+00
-1.0989840000e-02, 1.0136786022e+00
-1.0988448000e-02, 1.0185638003e+00
-1.0987056000e-02, 1.0210063993e+00
-1.0985664000e-02, 1.0210063993e+00
-1.0984272000e-02, 1.0234489983e+00
-1.0982880000e-02, 1.0234489983e+00
-1.0981488000e-02, 1.0210063993e+00
-1.0980096000e-02, 1.0185638003e+00
-1.0978704000e-02, 1.0234489983e+00
-1.0977312000e-02, 1.0185638003e+00
-1.0975920000e-02, 1.0258915974e+00
-1.0974528000e-02, 1.0258915974e+00
-1.0973136000e-02, 1.0283341964e+00
-1.0971744000e-02, 1.0258915974e+00
-1.0970352000e-02, 1.0210063993e+00
-1.0968960000e-02, 1.0258915974e+00
-1.0967568000e-02, 1.0283341964e+00
-1.0966176000e-02, 1.0234489983e+00
-1.0964784000e-02, 1.0283341964e+00
-1.0963392000e-02, 1.0283341964e+00
-1.0962000000e-02, 1.0258915974e+00
-1.0960608000e-02, 1.0283341964e+00
-1.0959216000e-02, 1.0283341964e+00
-1.0957824000e-02, 1.0283341964e+00
-1.0956432000e-02, 1.0258915974e+00
-1.0955040000e-02, 1.0234489983e+00
-1.0953648000e-02, 1.0283341964e+00
-1.0952256000e-02, 1.0258915974e+00
-1.0950864000e-02, 1.0258915974e+00
-1.0949472000e-02, 1.0234489983e+00
-1.0948080000e-02, 1.0258915974e+00
-1.0946688000e-02, 1.0258915974e+00
-1.0945296000e-02, 1.0234489983e+00
-1.0943904000e-02, 1.0234489983e+00
-1.0942512000e-02, 1.0283341964e+00
-1.0941120000e-02, 1.0234489983e+00
-1.0939728000e-02, 1.0258915974e+00
-1.0938336000e-02, 1.0234489983e+00
-1.0936944000e-02, 1.0234489983e+00
-1.0935552000e-02, 1.0185638003e+00
-1.0934160000e-02, 1.0210063993e+00
-1.0932768000e-02, 1.0185638003e+00
-1.0931376000e-02, 1.0185638003e+00
-1.0929984000e-02, 1.0185638003e+00
-1.0928592000e-02, 1.0161212012e+00
-1.0927200000e-02, 1.0136786022e+00
-1.0925808000e-02, 1.0161212012e+00
-1.0924416000e-02, 1.0136786022e+00
-1.0923024000e-02, 1.0136786022e+00
-1.0921632000e-02, 1.0136786022e+00
-1.0920240000e-02, 1.0087934041e+00
-1.0918848000e-02, 1.0087934041e+00
-1.0917456000e-02, 1.0087934041e+00
-1.0916064000e-02, 1.0063508051e+00
-1.0914672000e-02, 1.0039082060e+00
-1.0913280000e-02, 1.0039082060e+00
-1.0911888000e-02, 1.0039082060e+00
-1.0910496000e-02, 1.0014656070e+00
-1.0909104000e-02, 9.9902300793e-01
-1.0907712000e-02, 9.9658040889e-01
-1.0906320000e-02, 9.9658040889e-01
-1.0904928000e-02, 9.9413780984e-01
-1.0903536000e-02, 9.8925261176e-01
-1.0902144000e-02, 9.8925261176e-01
-1.0900752000e-02, 9.8681001272e-01
-1.0899360000e-02, 9.8681001272e-01
-1.0897968000e-02, 9.8436741368e-01
-1.0896576000e-02, 9.8436741368e-01
-1.0895184000e-02, 9.7948221560e-01
-1.0893792000e-02, 9.7948221560e-01
-1.0892400000e-02, 9.7703961655e-01
-1.0891008000e-02, 9.7215441847e-01
-1.0889616000e-02, 9.7215441847e-01
-1.0888224000e-02, 9.6726922039e-01
-1.0886832000e-02, 9.6726922039e-01
-1.0885440000e-02, 9.6482662135e-01
-1.0884048000e-02, 9.6238402231e-01
-1.0882656000e-02, 9.5994142327e-01
-1.0881264000e-02, 9.5505622518e-01
-1.0879872000e-02, 9.5261362614e-01
-1.0878480000e-02, 9.5017102710e-01
-1.0877088000e-02, 9.4772842806e-01
-1.0875696000e-02, 9.4284322998e-01
-1.0874304000e-02, 9.4040063093e-01
-1.0872912000e-02, 9.3795803189e-01
-1.0871520000e-02, 9.3551543285e-01
-1.0870128000e-02, 9.3063023477e-01
-1.0868736000e-02, 9.3063023477e-01
-1.0867344000e-02, 9.2330243764e-01
-1.0865952000e-02, 9.2085983860e-01
-1.0864560000e-02, 9.1841723956e-01
-1.0863168000e-02, 9.1597464052e-01
-1.0861776000e-02, 9.1108944244e-01
-1.0860384000e-02, 9.0620424435e-01
-1.0858992000e-02, 9.0376164531e-01
-1.0857600000e-02, 8.9887644723e-01
-1.0856208000e-02, 8.9643384819e-01
-1.0854816000e-02, 8.9399124915e-01
-1.0853424000e-02, 8.9154865011e-01
-1.0852032000e-02, 8.8666345202e-01
-1.0850640000e-02, 8.8422085298e-01
-1.0849248000e-02, 8.8177825394e-01
-1.0847856000e-02, 8.7689305586e-01
-1.0846464000e-02, 8.7200785778e-01
-1.0845072000e-02, 8.6956525873e-01
-1.0843680000e-02, 8.6468006065e-01
-1.0842288000e-02, 8.5979486257e-01
-1.0840896000e-02, 8.5735226353e-01
-1.0839504000e-02, 8.5246706544e-01
-1.0838112000e-02, 8.4758186736e-01
-1.0836720000e-02, 8.4513926832e-01
-1.0835328000e-02, 8.4025407024e-01
-1.0833936000e-02, 8.3781147120e-01
-1.0832544000e-02, 8.3292627311e-01
-1.0831152000e-02, 8.3048367407e-01
-1.0829760000e-02, 8.2559847599e-01
-1.0828368000e-02, 8.1827067886e-01
-1.0826976000e-02, 8.1582807982e-01
-1.0825584000e-02, 8.1338548078e-01
-1.0824192000e-02, 8.0361508462e-01
-1.0822800000e-02, 8.0361508462e-01
-1.0821408000e-02, 7.9872988653e-01
-1.0820016000e-02, 7.9628728749e-01
-1.0818624000e-02, 7.8895949037e-01
-1.0817232000e-02, 7.8651689133e-01
-1.0815840000e-02, 7.7918909420e-01
-1.0814448000e-02, 7.7674649516e-01
-1.0813056000e-02, 7.7430389612e-01
-1.0811664000e-02, 7.6697609900e-01
-1.0810272000e-02, 7.6453349995e-01
-1.0808880000e-02, 7.5720570283e-01
-1.0807488000e-02, 7.5232050475e-01
-1.0806096000e-02, 7.4987790571e-01
-1.0804704000e-02, 7.4499270762e-01
-1.0803312000e-02, 7.4255010858e-01
-1.0801920000e-02, 7.3277971242e-01
-1.0800528000e-02, 7.3033711337e-01
-1.0799136000e-02, 7.2789451433e-01
-1.0797744000e-02, 7.2300931625e-01
-1.0796352000e-02, 7.1812411817e-01
-1.0794960000e-02, 7.1323892009e-01
-1.0793568000e-02, 7.0835372200e-01
-1.0792176000e-02, 7.0591112296e-01
-1.0790784000e-02, 6.9858332584e-01
-1.0789392000e-02, 6.9369812775e-01
-1.0788000000e-02, 6.8881292967e-01
-1.0786608000e-02, 6.8392773159e-01
-1.0785216000e-02, 6.8148513255e-01
-1.0783824000e-02, 6.7659993446e-01
-1.0782432000e-02, 6.7171473638e-01
-1.0781040000e-02, 6.6682953830e-01
-1.0779648000e-02, 6.6194434022e-01
-1.0778256000e-02, 6.5705914213e-01
-1.0776864000e-02, 6.5217394405e-01
-1.0775472000e-02, 6.4484614693e-01
-1.0774080000e-02, 6.4240354788e-01
-1.0772688000e-02, 6.3996094884e-01
-1.0771296000e-02, 6.3507575076e-01
-1.0769904000e-02, 6.2774795364e-01
-1.0768512000e-02, 6.2530535460e-01
-1.0767120000e-02, 6.2042015651e-01
-1.0765728000e-02, 6.1553495843e-01
-1.0764336000e-02, 6.1064976035e-01
-1.0762944000e-02, 6.0576456226e-01
-1.0761552000e-02, 6.0332196322e-01
-1.0760160000e-02, 5.9843676514e-01
-1.0758768000e-02, 5.9599416610e-01
-1.0757376000e-02, 5.8866636897e-01
-1.0755984000e-02, 5.8622376993e-01
-1.0754592000e-02, 5.8133857185e-01
-1.0753200000e-02, 5.7889597281e-01
-1.0751808000e-02, 5.7156817568e-01
-1.0750416000e-02, 5.6668297760e-01
-1.0749024000e-02, 5.6424037856e-01
-1.0747632000e-02, 5.5935518048e-01
-1.0746240000e-02, 5.5691258144e-01
-1.0744848000e-02, 5.4958478431e-01
-1.0743456000e-02, 5.4958478431e-01
-1.0742064000e-02, 5.4714218527e-01
-1.0740672000e-02, 5.4225698719e-01
-1.0739280000e-02, 5.3737178911e-01
-1.0737888000e-02, 5.3492919006e-01
-1.0736496000e-02, 5.3248659102e-01
-1.0735104000e-02, 5.2271619486e-01
-1.0733712000e-02, 5.2027359582e-01
-1.0732320000e-02, 5.1783099677e-01
-1.0730928000e-02, 5.1538839773e-01
-1.0729536000e-02, 5.1294579869e-01
-1.0728144000e-02, 5.1050319965e-01
-1.0726752000e-02, 5.0561800157e-01
-1.0725360000e-02, 5.0317540253e-01
-1.0723968000e-02, 5.0073280348e-01
-1.0722576000e-02, 4.9829020444e-01
-1.0721184000e-02, 4.9340500636e-01
-1.0719792000e-02, 4.9096240732e-01
-1.0718400000e-02, 4.8851980828e-01
-1.0717008000e-02, 4.8851980828e-01
-1.0715616000e-02, 4.8363461019e-01
-1.0714224000e-02, 4.8363461019e-01
-1.0712832000e-02, 4.7630681307e-01
-1.0711440000e-02, 4.7630681307e-01
-1.0710048000e-02, 4.7142161499e-01
-1.0708656000e-02, 4.6897901595e-01
-1.0707264000e-02, 4.6897901595e-01
-1.0705872000e-02, 4.6897901595e-01
-1.0704480000e-02, 4.6653641691e-01
-1.0703088000e-02, 4.5676602074e-01
-1.0701696000e-02, 4.6165121882e-01
-1.0700304000e-02, 4.5920861978e-01
-1.0698912000e-02, 4.5920861978e-01
-1.0697520000e-02, 4.5676602074e-01
-1.0696128000e-02, 4.5432342170e-01
-1.0694736000e-02, 4.5188082266e-01
-1.0693344000e-02, 4.5188082266e-01
-1.0691952000e-02, 4.4943822362e-01
-1.0690560000e-02, 4.4943822362e-01
-1.0689168000e-02, 4.4943822362e-01
-1.0687776000e-02, 4.4699562457e-01
-1.0686384000e-02, 4.4699562457e-01
-1.0684992000e-02, 4.4699562457e-01
-1.0683600000e-02, 4.4455302553e-01
-1.0682208000e-02, 4.3966782745e-01
-1.0680816000e-02, 4.4211042649e-01
-1.0679424000e-02, 4.3966782745e-01
-1.0678032000e-02, 4.3966782745e-01
-1.0676640000e-02, 4.3966782745e-01
-1.0675248000e-02, 4.4211042649e-01
-1.0673856000e-02, 4.3966782745e-01
-1.0672464000e-02, 4.3966782745e-01
-1.0671072000e-02, 4.3722522841e-01
-1.0669680000e-02, 4.3966782745e-01
-1.0668288000e-02, 4.3966782745e-01
-1.0666896000e-02, 4.3722522841e-01
-1.0665504000e-02, 4.4211042649e-01
-1.0664112000e-02, 4.3966782745e-01
-1.0662720000e-02, 4.4455302553e-01
-1.0661328000e-02, 4.4455302553e-01
-1.0659936000e-02, 4.4699562457e-01
-1.0658544000e-02, 4.4455302553e-01
-1.0657152000e-02, 4.4455302553e-01
-1.0655760000e-02, 4.4699562457e-01
-1.0654368000e-02, 4.4699562457e-01
-1.0652976000e-02, 4.4699562457e-01
-1.0651584000e-02, 4.5188082266e-01
-1.0650192000e-02, 4.5188082266e-01
-1.0648800000e-02, 4.5432342170e-01
-1.0647408000e-02, 4.5432342170e-01
-1.0646016000e-02, 4.5920861978e-01
-1.0644624000e-02, 4.5920861978e-01
-1.0643232000e-02, 4.6165121882e-01
-1.0641840000e-02, 4.6165121882e-01
-1.0640448000e-02, 4.6653641691e-01
-1.0639056000e-02, 4.6897901595e-01
-1.0637664000e-02, 4.6897901595e-01
-1.0636272000e-02, 4.7386421403e-01
-1.0634880000e-02, 4.7630681307e-01
-1.0633488000e-02, 4.7630681307e-01
-1.0632096000e-02, 4.8119201115e-01
-1.0630704000e-02, 4.8363461019e-01
-1.0629312000e-02, 4.8363461019e-01
-1.0627920000e-02, 4.8851980828e-01
-1.0626528000e-02, 4.9340500636e-01
-1.0625136000e-02, 4.9340500636e-01
-1.0623744000e-02, 4.9829020444e-01
-1.0622352000e-02, 5.0073280348e-01
-1.0620960000e-02, 5.0317540253e-01
-1.0619568000e-02, 5.0806060061e-01
-1.0618176000e-02, 5.1294579869e-01
-1.0616784000e-02, 5.1538839773e-01
-1.0615392000e-02, 5.2027359582e-01
-1.0614000000e-02, 5.2271619486e-01
-1.0612608000e-02, 5.2760139294e-01
-1.0611216000e-02, 5.2760139294e-01
-1.0609824000e-02, 5.3492919006e-01
-1.0608432000e-02, 5.3981438815e-01
-1.0607040000e-02, 5.4225698719e-01
-1.0605648000e-02, 5.4958478431e-01
-1.0604256000e-02, 5.4958478431e-01
-1.0602864000e-02, 5.5446998239e-01
-1.0601472000e-02, 5.5935518048e-01
-1.0600080000e-02, 5.6424037856e-01
-1.0598688000e-02, 5.6668297760e-01
-1.0597296000e-02, 5.7401077473e-01
-1.0595904000e-02, 5.7889597281e-01
-1.0594512000e-02, 5.8133857185e-01
-1.0593120000e-02, 5.8866636897e-01
-1.0591728000e-02, 5.9355156706e-01
-1.0590336000e-02, 5.9599416610e-01
-1.0588944000e-02, 6.0332196322e-01
-1.0587552000e-02, 6.0576456226e-01
-1.0586160000e-02, 6.1064976035e-01
-1.0584768000e-02, 6.1309235939e-01
-1.0583376000e-02, 6.2286275555e-01
-1.0581984000e-02, 6.2774795364e-01
-1.0580592000e-02, 6.3263315172e-01
-1.0579200000e-02, 6.3996094884e-01
-1.0577808000e-02, 6.4240354788e-01
-1.0576416000e-02, 6.4973134501e-01
-1.0575024000e-02, 6.5461654309e-01
-1.0573632000e-02, 6.5950174117e-01
-1.0572240000e-02, 6.6438693926e-01
-1.0570848000e-02, 6.6927213734e-01
-1.0569456000e-02, 6.7659993446e-01
-1.0568064000e-02, 6.8148513255e-01
-1.0566672000e-02, 6.8637033063e-01
-1.0565280000e-02, 6.9369812775e-01
-1.0563888000e-02, 6.9614072680e-01
-1.0562496000e-02, 7.0346852392e-01
-1.0561104000e-02, 7.1079632104e-01
-1.0559712000e-02, 7.1812411817e-01
-1.0558320000e-02, 7.2056671721e-01
-1.0556928000e-02, 7.2789451433e-01
-1.0555536000e-02, 7.3522231146e-01
-1.0554144000e-02, 7.3766491050e-01
-1.0552752000e-02, 7.4499270762e-01
-1.0551360000e-02, 7.5232050475e-01
-1.0549968000e-02, 7.5720570283e-01
-1.0548576000e-02, 7.6209090091e-01
-1.0547184000e-02, 7.6697609900e-01
-1.0545792000e-02, 7.7430389612e-01
-1.0544400000e-02, 7.7918909420e-01
-1.0543008000e-02, 7.8407429229e-01
-1.0541616000e-02, 7.9140208941e-01
-1.0540224000e-02, 7.9384468845e-01
-1.0538832000e-02, 8.0117248558e-01
-1.0537440000e-02, 8.0850028270e-01
-1.0536048000e-02, 8.1094288174e-01
-1.0534656000e-02, 8.2071327791e-01
-1.0533264000e-02, 8.2559847599e-01
-1.0531872000e-02, 8.3048367407e-01
-1.0530480000e-02, 8.3781147120e-01
-1.0529088000e-02, 8.4269666928e-01
-1.0527696000e-02, 8.5002446640e-01
-1.0526304000e-02, 8.5735226353e-01
-1.0524912000e-02, 8.5735226353e-01
-1.0523520000e-02, 8.6468006065e-01
-1.0522128000e-02, 8.6956525873e-01
-1.0520736000e-02, 8.7933565490e-01
-1.0519344000e-02, 8.8422085298e-01
-1.0517952000e-02, 8.9154865011e-01
-1.0516560000e-02, 8.9643384819e-01
