% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 400.0 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 25.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:47:53 -0400
% Time (s), Channel A (Input 1) (V)
-2.000062240000e-01, 6.704934e-01
-1.996140000000e-01, 6.301906e-01
-1.992217760000e-01, 6.045433e-01
-1.988295520000e-01, 6.082072e-01
-1.984373280000e-01, 6.326332e-01
-1.980451040000e-01, 6.680508e-01
-1.976528800000e-01, 7.107963e-01
-1.972606560000e-01, 7.633122e-01
-1.968684320000e-01, 8.219346e-01
-1.964762080000e-01, 8.646801e-01
-1.960839840000e-01, 8.817783e-01
-1.956917600000e-01, 8.597949e-01
-1.952995360000e-01, 8.207133e-01
-1.949073120000e-01, 7.840743e-01
-1.945150880000e-01, 7.633122e-01
-1.941228640000e-01, 7.694187e-01
-1.937306400000e-01, 8.109429e-01
-1.933384160000e-01, 8.597949e-01
-1.929461920000e-01, 9.086468e-01
-1.925539680000e-01, 9.452858e-01
-1.921617440000e-01, 9.831461e-01
-1.917695200000e-01, 1.002687e+00
-1.913772960000e-01, 1.012457e+00
-1.909850720000e-01, 1.013679e+00
-1.905928480000e-01, 1.016121e+00
-1.902006240000e-01, 1.013679e+00
-1.898084000000e-01, 1.027113e+00
-1.894161760000e-01, 1.060088e+00
-1.890239520000e-01, 1.118710e+00
-1.886317280000e-01, 1.171226e+00
-1.882395040000e-01, 1.194431e+00
-1.878472800000e-01, 1.191988e+00
-1.874550560000e-01, 1.176111e+00
-1.870628320000e-01, 1.159013e+00
-1.866706080000e-01, 1.151685e+00
-1.862783840000e-01, 1.154128e+00
-1.858861600000e-01, 1.167562e+00
-1.854939360000e-01, 1.198095e+00
-1.851017120000e-01, 1.232291e+00
-1.847094880000e-01, 1.270152e+00
-1.843172640000e-01, 1.294577e+00
-1.839250400000e-01, 1.297020e+00
-1.835328160000e-01, 1.279922e+00
-1.831405920000e-01, 1.255496e+00
-1.827483680000e-01, 1.234734e+00
-1.823561440000e-01, 1.216414e+00
-1.819639200000e-01, 1.216414e+00
-1.815716960000e-01, 1.235955e+00
-1.811794720000e-01, 1.262824e+00
-1.807872480000e-01, 1.293356e+00
-1.803950240000e-01, 1.316561e+00
-1.800028000000e-01, 1.312897e+00
-1.796105760000e-01, 1.284807e+00
-1.792183520000e-01, 1.243283e+00
-1.788261280000e-01, 1.195652e+00
-1.784339040000e-01, 1.166341e+00
-1.780416800000e-01, 1.166341e+00
-1.776494560000e-01, 1.179775e+00
-1.772572320000e-01, 1.187103e+00
-1.768650080000e-01, 1.185882e+00
-1.764727840000e-01, 1.178554e+00
-1.760805600000e-01, 1.184661e+00
-1.756883360000e-01, 1.190767e+00
-1.752961120000e-01, 1.189546e+00
-1.749038880000e-01, 1.165120e+00
-1.745116640000e-01, 1.123596e+00
-1.741194400000e-01, 1.079629e+00
-1.737272160000e-01, 1.053981e+00
-1.733349920000e-01, 1.038105e+00
-1.729427680000e-01, 1.034441e+00
-1.725505440000e-01, 1.024670e+00
-1.721583200000e-01, 1.010015e+00
-1.717660960000e-01, 9.990230e-01
-1.713738720000e-01, 9.953591e-01
-1.709816480000e-01, 9.892526e-01
-1.705894240000e-01, 9.648266e-01
-1.701972000000e-01, 9.269663e-01
-1.698049760000e-01, 8.878848e-01
-1.694127520000e-01, 8.646801e-01
-1.690205280000e-01, 8.549097e-01
-1.686283040000e-01, 8.549097e-01
-1.682360800000e-01, 8.573523e-01
-1.678438560000e-01, 8.610162e-01
-1.674516320000e-01, 8.488032e-01
-1.670594080000e-01, 8.231559e-01
-1.666671840000e-01, 7.926234e-01
-1.662749600000e-01, 7.620909e-01
-1.658827360000e-01, 7.462140e-01
-1.654905120000e-01, 7.352223e-01
-1.650982880000e-01, 7.376649e-01
-1.647060640000e-01, 7.584270e-01
-1.643138400000e-01, 7.779678e-01
-1.639216160000e-01, 7.779678e-01
-1.635293920000e-01, 7.498779e-01
-1.631371680000e-01, 7.107963e-01
-1.627449440000e-01, 6.814851e-01
-1.623527200000e-01, 6.729360e-01
-1.619604960000e-01, 6.765999e-01
-1.615682720000e-01, 6.924768e-01
-1.611760480000e-01, 7.144602e-01
-1.607838240000e-01, 7.376649e-01
-1.603916000000e-01, 7.669761e-01
-1.599993760000e-01, 7.840743e-01
-1.596071520000e-01, 7.889595e-01
-1.592149280000e-01, 7.816317e-01
-1.588227040000e-01, 7.743039e-01
-1.584304800000e-01, 7.645335e-01
-1.580382560000e-01, 7.547631e-01
-1.576460320000e-01, 7.498779e-01
-1.572538080000e-01, 7.486566e-01
-1.568615840000e-01, 7.559844e-01
-1.564693600000e-01, 7.669761e-01
-1.560771360000e-01, 7.840743e-01
-1.556849120000e-01, 8.133855e-01
-1.552926880000e-01, 8.597949e-01
-1.549004640000e-01, 9.159746e-01
-1.545082400000e-01, 9.611627e-01
-1.541160160000e-01, 9.758183e-01
-1.537237920000e-01, 9.648266e-01
-1.533315680000e-01, 9.465071e-01
-1.529393440000e-01, 9.306302e-01
-1.525471200000e-01, 9.233024e-01
-1.521548960000e-01, 9.330728e-01
-1.517626720000e-01, 9.684905e-01
-1.513704480000e-01, 1.019785e+00
-1.509782240000e-01, 1.066194e+00
