% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 400.0 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 25.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:47:53 -0400
% Time (s), Channel A (V)
-2.2861056000e-01, 1.2017587284e+00
-2.2858254400e-01, 1.1944309312e+00
-2.2855452800e-01, 1.1944309312e+00
-2.2852651200e-01, 1.1944309312e+00
-2.2849849600e-01, 1.1871031341e+00
-2.2847048000e-01, 1.1846605351e+00
-2.2844246400e-01, 1.1822179360e+00
-2.2841444800e-01, 1.1748901389e+00
-2.2838643200e-01, 1.1773327379e+00
-2.2835841600e-01, 1.1724475399e+00
-2.2833040000e-01, 1.1675623418e+00
-2.2830238400e-01, 1.1626771437e+00
-2.2827436800e-01, 1.1602345447e+00
-2.2824635200e-01, 1.1553493466e+00
-2.2821833600e-01, 1.1504641485e+00
-2.2819032000e-01, 1.1480215495e+00
-2.2816230400e-01, 1.1431363514e+00
-2.2813428800e-01, 1.1382511533e+00
-2.2810627200e-01, 1.1382511533e+00
-2.2807825600e-01, 1.1333659552e+00
-2.2805024000e-01, 1.1358085542e+00
-2.2802222400e-01, 1.1260381581e+00
-2.2799420800e-01, 1.1260381581e+00
-2.2796619200e-01, 1.1235955590e+00
-2.2793817600e-01, 1.1187103610e+00
-2.2791016000e-01, 1.1162677619e+00
-2.2788214400e-01, 1.1138251629e+00
-2.2785412800e-01, 1.1113825638e+00
-2.2782611200e-01, 1.1064973657e+00
-2.2779809600e-01, 1.1089399648e+00
-2.2777008000e-01, 1.1016121677e+00
-2.2774206400e-01, 1.0991695686e+00
-2.2771404800e-01, 1.1016121677e+00
-2.2768603200e-01, 1.1016121677e+00
-2.2765801600e-01, 1.0991695686e+00
-2.2763000000e-01, 1.0967269696e+00
-2.2760198400e-01, 1.0967269696e+00
-2.2757396800e-01, 1.0967269696e+00
-2.2754595200e-01, 1.0918417715e+00
-2.2751793600e-01, 1.0918417715e+00
-2.2748992000e-01, 1.0942843705e+00
-2.2746190400e-01, 1.0942843705e+00
-2.2743388800e-01, 1.0918417715e+00
-2.2740587200e-01, 1.0942843705e+00
-2.2737785600e-01, 1.0869565734e+00
-2.2734984000e-01, 1.0918417715e+00
-2.2732182400e-01, 1.0918417715e+00
-2.2729380800e-01, 1.0893991725e+00
-2.2726579200e-01, 1.0918417715e+00
-2.2723777600e-01, 1.0918417715e+00
-2.2720976000e-01, 1.0967269696e+00
-2.2718174400e-01, 1.0967269696e+00
-2.2715372800e-01, 1.0967269696e+00
-2.2712571200e-01, 1.0942843705e+00
-2.2709769600e-01, 1.0967269696e+00
-2.2706968000e-01, 1.0991695686e+00
-2.2704166400e-01, 1.0991695686e+00
-2.2701364800e-01, 1.0991695686e+00
-2.2698563200e-01, 1.0991695686e+00
-2.2695761600e-01, 1.1040547667e+00
-2.2692960000e-01, 1.1040547667e+00
-2.2690158400e-01, 1.1016121677e+00
-2.2687356800e-01, 1.1064973657e+00
-2.2684555200e-01, 1.1089399648e+00
-2.2681753600e-01, 1.1089399648e+00
-2.2678952000e-01, 1.1113825638e+00
-2.2676150400e-01, 1.1113825638e+00
-2.2673348800e-01, 1.1162677619e+00
-2.2670547200e-01, 1.1138251629e+00
-2.2667745600e-01, 1.1187103610e+00
-2.2664944000e-01, 1.1162677619e+00
-2.2662142400e-01, 1.1235955590e+00
-2.2659340800e-01, 1.1211529600e+00
-2.2656539200e-01, 1.1235955590e+00
-2.2653737600e-01, 1.1284807571e+00
-2.2650936000e-01, 1.1309233562e+00
-2.2648134400e-01, 1.1309233562e+00
-2.2645332800e-01, 1.1358085542e+00
-2.2642531200e-01, 1.1382511533e+00
-2.2639729600e-01, 1.1406937523e+00
-2.2636928000e-01, 1.1431363514e+00
-2.2634126400e-01, 1.1431363514e+00
-2.2631324800e-01, 1.1504641485e+00
-2.2628523200e-01, 1.1480215495e+00
-2.2625721600e-01, 1.1553493466e+00
-2.2622920000e-01, 1.1577919456e+00
-2.2620118400e-01, 1.1602345447e+00
-2.2617316800e-01, 1.1626771437e+00
-2.2614515200e-01, 1.1651197427e+00
-2.2611713600e-01, 1.1675623418e+00
-2.2608912000e-01, 1.1748901389e+00
-2.2606110400e-01, 1.1773327379e+00
-2.2603308800e-01, 1.1822179360e+00
-2.2600507200e-01, 1.1846605351e+00
-2.2597705600e-01, 1.1871031341e+00
-2.2594904000e-01, 1.1919883322e+00
-2.2592102400e-01, 1.1993161293e+00
-2.2589300800e-01, 1.2017587284e+00
-2.2586499200e-01, 1.2066439264e+00
-2.2583697600e-01, 1.2090865255e+00
-2.2580896000e-01, 1.2139717236e+00
-2.2578094400e-01, 1.2212995207e+00
-2.2575292800e-01, 1.2237421197e+00
-2.2572491200e-01, 1.2261847188e+00
-2.2569689600e-01, 1.2335125159e+00
-2.2566888000e-01, 1.2383977140e+00
-2.2564086400e-01, 1.2432829121e+00
-2.2561284800e-01, 1.2481681101e+00
-2.2558483200e-01, 1.2481681101e+00
-2.2555681600e-01, 1.2554959073e+00
-2.2552880000e-01, 1.2603811054e+00
-2.2550078400e-01, 1.2677089025e+00
-2.2547276800e-01, 1.2677089025e+00
-2.2544475200e-01, 1.2725941006e+00
-2.2541673600e-01, 1.2823644967e+00
-2.2538872000e-01, 1.2799218977e+00
-2.2536070400e-01, 1.2872496948e+00
-2.2533268800e-01, 1.2921348929e+00
-2.2530467200e-01, 1.2994626900e+00
-2.2527665600e-01, 1.3043478881e+00
-2.2524864000e-01, 1.3043478881e+00
-2.2522062400e-01, 1.3116756852e+00
-2.2519260800e-01, 1.3165608833e+00
-2.2516459200e-01, 1.3190034823e+00
-2.2513657600e-01, 1.3238886804e+00
-2.2510856000e-01, 1.3263312795e+00
-2.2508054400e-01, 1.3263312795e+00
-2.2505252800e-01, 1.3336590766e+00
-2.2502451200e-01, 1.3312164776e+00
-2.2499649600e-01, 1.3385442747e+00
-2.2496848000e-01, 1.3409868737e+00
-2.2494046400e-01, 1.3458720718e+00
-2.2491244800e-01, 1.3458720718e+00
-2.2488443200e-01, 1.3507572699e+00
-2.2485641600e-01, 1.3483146708e+00
-2.2482840000e-01, 1.3531998689e+00
-2.2480038400e-01, 1.3531998689e+00
-2.2477236800e-01, 1.3531998689e+00
-2.2474435200e-01, 1.3556424680e+00
-2.2471633600e-01, 1.3580850670e+00
-2.2468832000e-01, 1.3531998689e+00
-2.2466030400e-01, 1.3556424680e+00
-2.2463228800e-01, 1.3556424680e+00
-2.2460427200e-01, 1.3580850670e+00
-2.2457625600e-01, 1.3605276661e+00
-2.2454824000e-01, 1.3580850670e+00
-2.2452022400e-01, 1.3507572699e+00
-2.2449220800e-01, 1.3556424680e+00
-2.2446419200e-01, 1.3556424680e+00
-2.2443617600e-01, 1.3531998689e+00
-2.2440816000e-01, 1.3531998689e+00
-2.2438014400e-01, 1.3531998689e+00
-2.2435212800e-01, 1.3507572699e+00
-2.2432411200e-01, 1.3458720718e+00
-2.2429609600e-01, 1.3434294728e+00
-2.2426808000e-01, 1.3458720718e+00
-2.2424006400e-01, 1.3458720718e+00
-2.2421204800e-01, 1.3409868737e+00
-2.2418403200e-01, 1.3385442747e+00
-2.2415601600e-01, 1.3361016756e+00
-2.2412800000e-01, 1.3336590766e+00
-2.2409998400e-01, 1.3336590766e+00
-2.2407196800e-01, 1.3312164776e+00
-2.2404395200e-01, 1.3287738785e+00
-2.2401593600e-01, 1.3238886804e+00
-2.2398792000e-01, 1.3214460814e+00
-2.2395990400e-01, 1.3165608833e+00
-2.2393188800e-01, 1.3165608833e+00
-2.2390387200e-01, 1.3141182843e+00
-2.2387585600e-01, 1.3067904871e+00
-2.2384784000e-01, 1.3067904871e+00
-2.2381982400e-01, 1.3043478881e+00
-2.2379180800e-01, 1.3019052891e+00
-2.2376379200e-01, 1.2970200910e+00
-2.2373577600e-01, 1.2945774919e+00
-2.2370776000e-01, 1.2921348929e+00
-2.2367974400e-01, 1.2896922939e+00
-2.2365172800e-01, 1.2872496948e+00
-2.2362371200e-01, 1.2848070958e+00
-2.2359569600e-01, 1.2823644967e+00
-2.2356768000e-01, 1.2799218977e+00
-2.2353966400e-01, 1.2750366996e+00
-2.2351164800e-01, 1.2750366996e+00
-2.2348363200e-01, 1.2701515015e+00
-2.2345561600e-01, 1.2677089025e+00
-2.2342760000e-01, 1.2677089025e+00
-2.2339958400e-01, 1.2652663034e+00
-2.2337156800e-01, 1.2652663034e+00
-2.2334355200e-01, 1.2603811054e+00
-2.2331553600e-01, 1.2554959073e+00
-2.2328752000e-01, 1.2554959073e+00
-2.2325950400e-01, 1.2554959073e+00
-2.2323148800e-01, 1.2530533082e+00
-2.2320347200e-01, 1.2506107092e+00
-2.2317545600e-01, 1.2481681101e+00
-2.2314744000e-01, 1.2481681101e+00
-2.2311942400e-01, 1.2457255111e+00
-2.2309140800e-01, 1.2457255111e+00
-2.2306339200e-01, 1.2457255111e+00
-2.2303537600e-01, 1.2408403130e+00
-2.2300736000e-01, 1.2432829121e+00
-2.2297934400e-01, 1.2432829121e+00
-2.2295132800e-01, 1.2408403130e+00
-2.2292331200e-01, 1.2408403130e+00
-2.2289529600e-01, 1.2408403130e+00
-2.2286728000e-01, 1.2359551149e+00
-2.2283926400e-01, 1.2383977140e+00
-2.2281124800e-01, 1.2359551149e+00
-2.2278323200e-01, 1.2408403130e+00
-2.2275521600e-01, 1.2383977140e+00
-2.2272720000e-01, 1.2383977140e+00
-2.2269918400e-01, 1.2383977140e+00
-2.2267116800e-01, 1.2359551149e+00
-2.2264315200e-01, 1.2335125159e+00
-2.2261513600e-01, 1.2335125159e+00
-2.2258712000e-01, 1.2408403130e+00
-2.2255910400e-01, 1.2408403130e+00
-2.2253108800e-01, 1.2383977140e+00
-2.2250307200e-01, 1.2383977140e+00
-2.2247505600e-01, 1.2408403130e+00
-2.2244704000e-01, 1.2383977140e+00
-2.2241902400e-01, 1.2432829121e+00
-2.2239100800e-01, 1.2408403130e+00
-2.2236299200e-01, 1.2408403130e+00
-2.2233497600e-01, 1.2432829121e+00
-2.2230696000e-01, 1.2432829121e+00
-2.2227894400e-01, 1.2481681101e+00
-2.2225092800e-01, 1.2457255111e+00
-2.2222291200e-01, 1.2481681101e+00
-2.2219489600e-01, 1.2506107092e+00
-2.2216688000e-01, 1.2506107092e+00
-2.2213886400e-01, 1.2432829121e+00
-2.2211084800e-01, 1.2530533082e+00
-2.2208283200e-01, 1.2530533082e+00
-2.2205481600e-01, 1.2554959073e+00
-2.2202680000e-01, 1.2506107092e+00
-2.2199878400e-01, 1.2530533082e+00
-2.2197076800e-01, 1.2579385063e+00
-2.2194275200e-01, 1.2579385063e+00
-2.2191473600e-01, 1.2603811054e+00
-2.2188672000e-01, 1.2628237044e+00
-2.2185870400e-01, 1.2628237044e+00
-2.2183068800e-01, 1.2652663034e+00
-2.2180267200e-01, 1.2628237044e+00
-2.2177465600e-01, 1.2628237044e+00
-2.2174664000e-01, 1.2652663034e+00
-2.2171862400e-01, 1.2701515015e+00
-2.2169060800e-01, 1.2677089025e+00
-2.2166259200e-01, 1.2725941006e+00
-2.2163457600e-01, 1.2750366996e+00
-2.2160656000e-01, 1.2774792986e+00
-2.2157854400e-01, 1.2774792986e+00
-2.2155052800e-01, 1.2774792986e+00
-2.2152251200e-01, 1.2774792986e+00
-2.2149449600e-01, 1.2799218977e+00
-2.2146648000e-01, 1.2896922939e+00
-2.2143846400e-01, 1.2872496948e+00
-2.2141044800e-01, 1.2896922939e+00
-2.2138243200e-01, 1.2921348929e+00
-2.2135441600e-01, 1.2921348929e+00
-2.2132640000e-01, 1.2945774919e+00
-2.2129838400e-01, 1.2970200910e+00
-2.2127036800e-01, 1.2994626900e+00
-2.2124235200e-01, 1.3019052891e+00
-2.2121433600e-01, 1.3067904871e+00
-2.2118632000e-01, 1.3092330862e+00
-2.2115830400e-01, 1.3116756852e+00
-2.2113028800e-01, 1.3116756852e+00
-2.2110227200e-01, 1.3141182843e+00
-2.2107425600e-01, 1.3141182843e+00
-2.2104624000e-01, 1.3190034823e+00
-2.2101822400e-01, 1.3214460814e+00
-2.2099020800e-01, 1.3238886804e+00
-2.2096219200e-01, 1.3238886804e+00
-2.2093417600e-01, 1.3287738785e+00
-2.2090616000e-01, 1.3312164776e+00
-2.2087814400e-01, 1.3336590766e+00
-2.2085012800e-01, 1.3361016756e+00
-2.2082211200e-01, 1.3361016756e+00
-2.2079409600e-01, 1.3361016756e+00
-2.2076608000e-01, 1.3409868737e+00
-2.2073806400e-01, 1.3409868737e+00
-2.2071004800e-01, 1.3409868737e+00
-2.2068203200e-01, 1.3434294728e+00
-2.2065401600e-01, 1.3458720718e+00
-2.2062600000e-01, 1.3458720718e+00
-2.2059798400e-01, 1.3507572699e+00
-2.2056996800e-01, 1.3483146708e+00
-2.2054195200e-01, 1.3531998689e+00
-2.2051393600e-01, 1.3556424680e+00
-2.2048592000e-01, 1.3556424680e+00
-2.2045790400e-01, 1.3580850670e+00
-2.2042988800e-01, 1.3556424680e+00
-2.2040187200e-01, 1.3580850670e+00
-2.2037385600e-01, 1.3605276661e+00
-2.2034584000e-01, 1.3580850670e+00
-2.2031782400e-01, 1.3605276661e+00
-2.2028980800e-01, 1.3629702651e+00
-2.2026179200e-01, 1.3605276661e+00
-2.2023377600e-01, 1.3605276661e+00
-2.2020576000e-01, 1.3580850670e+00
-2.2017774400e-01, 1.3629702651e+00
-2.2014972800e-01, 1.3605276661e+00
-2.2012171200e-01, 1.3605276661e+00
-2.2009369600e-01, 1.3605276661e+00
-2.2006568000e-01, 1.3654128641e+00
-2.2003766400e-01, 1.3629702651e+00
-2.2000964800e-01, 1.3629702651e+00
-2.1998163200e-01, 1.3605276661e+00
-2.1995361600e-01, 1.3629702651e+00
-2.1992560000e-01, 1.3580850670e+00
-2.1989758400e-01, 1.3605276661e+00
-2.1986956800e-01, 1.3580850670e+00
-2.1984155200e-01, 1.3556424680e+00
-2.1981353600e-01, 1.3580850670e+00
-2.1978552000e-01, 1.3556424680e+00
-2.1975750400e-01, 1.3556424680e+00
-2.1972948800e-01, 1.3483146708e+00
-2.1970147200e-01, 1.3531998689e+00
-2.1967345600e-01, 1.3507572699e+00
-2.1964544000e-01, 1.3507572699e+00
-2.1961742400e-01, 1.3434294728e+00
-2.1958940800e-01, 1.3434294728e+00
-2.1956139200e-01, 1.3409868737e+00
-2.1953337600e-01, 1.3434294728e+00
-2.1950536000e-01, 1.3385442747e+00
-2.1947734400e-01, 1.3361016756e+00
-2.1944932800e-01, 1.3361016756e+00
