% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 400.0 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 25.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-26 T 09:49:24 -0400
% Time (s), Channel A (Input 1) (V)
-2.000062240000e-01, 1.702492e+00
-1.996140000000e-01, 1.689057e+00
-1.992217760000e-01, 1.685393e+00
-1.988295520000e-01, 1.680508e+00
-1.984373280000e-01, 1.660967e+00
-1.980451040000e-01, 1.623107e+00
-1.976528800000e-01, 1.558378e+00
-1.972606560000e-01, 1.463117e+00
-1.968684320000e-01, 1.347093e+00
-1.964762080000e-01, 1.235955e+00
-1.960839840000e-01, 1.163898e+00
-1.956917600000e-01, 1.148022e+00
-1.952995360000e-01, 1.176111e+00
-1.949073120000e-01, 1.209087e+00
-1.945150880000e-01, 1.226185e+00
-1.941228640000e-01, 1.210308e+00
-1.937306400000e-01, 1.187103e+00
-1.933384160000e-01, 1.168784e+00
-1.929461920000e-01, 1.165120e+00
-1.925539680000e-01, 1.182218e+00
-1.921617440000e-01, 1.206644e+00
-1.917695200000e-01, 1.246947e+00
-1.913772960000e-01, 1.299463e+00
-1.909850720000e-01, 1.359306e+00
-1.905928480000e-01, 1.404494e+00
-1.902006240000e-01, 1.430142e+00
-1.898084000000e-01, 1.441133e+00
-1.894161760000e-01, 1.464338e+00
-1.890239520000e-01, 1.496092e+00
-1.886317280000e-01, 1.537616e+00
-1.882395040000e-01, 1.571812e+00
-1.878472800000e-01, 1.603566e+00
-1.874550560000e-01, 1.634099e+00
-1.870628320000e-01, 1.670738e+00
-1.866706080000e-01, 1.707377e+00
-1.862783840000e-01, 1.741573e+00
-1.858861600000e-01, 1.762335e+00
-1.854939360000e-01, 1.759893e+00
-1.851017120000e-01, 1.744016e+00
-1.847094880000e-01, 1.711041e+00
-1.843172640000e-01, 1.674402e+00
-1.839250400000e-01, 1.641427e+00
-1.835328160000e-01, 1.606009e+00
-1.831405920000e-01, 1.563263e+00
-1.827483680000e-01, 1.496092e+00
-1.823561440000e-01, 1.394724e+00
-1.819639200000e-01, 1.267709e+00
-1.815716960000e-01, 1.138251e+00
-1.811794720000e-01, 1.046654e+00
-1.807872480000e-01, 9.819248e-01
-1.803950240000e-01, 9.281876e-01
-1.800028000000e-01, 8.524671e-01
-1.796105760000e-01, 7.572057e-01
-1.792183520000e-01, 6.448461e-01
-1.788261280000e-01, 5.398144e-01
-1.784339040000e-01, 4.396678e-01
-1.780416800000e-01, 3.553982e-01
-1.776494560000e-01, 2.931119e-01
-1.772572320000e-01, 2.613581e-01
-1.768650080000e-01, 2.491451e-01
-1.764727840000e-01, 2.491451e-01
-1.760805600000e-01, 2.393747e-01
-1.756883360000e-01, 2.112848e-01
-1.752961120000e-01, 1.697606e-01
-1.749038880000e-01, 1.343429e-01
-1.745116640000e-01, 1.148022e-01
-1.741194400000e-01, 1.074744e-01
-1.737272160000e-01, 1.160235e-01
-1.733349920000e-01, 1.257939e-01
-1.729427680000e-01, 1.319003e-01
-1.725505440000e-01, 1.331216e-01
-1.721583200000e-01, 1.319003e-01
-1.717660960000e-01, 1.343429e-01
-1.713738720000e-01, 1.404494e-01
-1.709816480000e-01, 1.563263e-01
-1.705894240000e-01, 1.844162e-01
-1.701972000000e-01, 2.344895e-01
-1.698049760000e-01, 2.992184e-01
-1.694127520000e-01, 3.639473e-01
-1.690205280000e-01, 4.127992e-01
-1.686283040000e-01, 4.311187e-01
-1.682360800000e-01, 4.518808e-01
-1.678438560000e-01, 4.934050e-01
-1.674516320000e-01, 5.617978e-01
-1.670594080000e-01, 6.558378e-01
-1.666671840000e-01, 7.486566e-01
-1.662749600000e-01, 8.451393e-01
-1.658827360000e-01, 9.330728e-01
-1.654905120000e-01, 1.021006e+00
-1.650982880000e-01, 1.121153e+00
-1.647060640000e-01, 1.223742e+00
-1.643138400000e-01, 1.331216e+00
-1.639216160000e-01, 1.439912e+00
-1.635293920000e-01, 1.544944e+00
-1.631371680000e-01, 1.632877e+00
-1.627449440000e-01, 1.691500e+00
-1.623527200000e-01, 1.725696e+00
-1.619604960000e-01, 1.739131e+00
-1.615682720000e-01, 1.748901e+00
-1.611760480000e-01, 1.758671e+00
-1.607838240000e-01, 1.764778e+00
-1.603916000000e-01, 1.757450e+00
-1.599993760000e-01, 1.734245e+00
-1.596071520000e-01, 1.687836e+00
-1.592149280000e-01, 1.641427e+00
-1.588227040000e-01, 1.591353e+00
-1.584304800000e-01, 1.544944e+00
-1.580382560000e-01, 1.499756e+00
-1.576460320000e-01, 1.453346e+00
-1.572538080000e-01, 1.404494e+00
-1.568615840000e-01, 1.356864e+00
-1.564693600000e-01, 1.306790e+00
-1.560771360000e-01, 1.262824e+00
-1.556849120000e-01, 1.231070e+00
-1.552926880000e-01, 1.215193e+00
-1.549004640000e-01, 1.207865e+00
-1.545082400000e-01, 1.202980e+00
-1.541160160000e-01, 1.176111e+00
-1.537237920000e-01, 1.149243e+00
-1.533315680000e-01, 1.119932e+00
-1.529393440000e-01, 1.107719e+00
-1.525471200000e-01, 1.129702e+00
-1.521548960000e-01, 1.184661e+00
-1.517626720000e-01, 1.253053e+00
-1.513704480000e-01, 1.321446e+00
-1.509782240000e-01, 1.369077e+00
-1.505860000000e-01, 1.388618e+00
-1.501937760000e-01, 1.383732e+00
-1.498015520000e-01, 1.367855e+00
-1.494093280000e-01, 1.362970e+00
-1.490171040000e-01, 1.388618e+00
